"","MSOA11CD","LSOA11CD","OA11CD","LSOA11NM","MSOA11NM","LAD11CD","LAD11NM","LAD11NMW","nonUK","nonUKZoneProp.oa","Country of Birth: All categories: Country of birth","nonUK.lsoa","Country of Birth: All categories: Country of birth.lsoa","nonUK.msoa","Country of Birth: All categories: Country of birth.msoa","nonUKZoneProp.lsoa","nonUKZoneProp.msoa"
"342","E02001591","E01007765","E00039347","Rotherham 014B","Rotherham 014","E08000018","Rotherham","",30,12.396694214876,242,193,1518,1412,8299,12.7140974967062,17.0140980841065
"343","E02001591","E01007766","E00039345","Rotherham 014C","Rotherham 014","E08000018","Rotherham","",49,12.5,392,119,1468,1412,8299,8.10626702997275,17.0140980841065
"344","E02001591","E01007770","E00039340","Rotherham 014E","Rotherham 014","E08000018","Rotherham","",30,9.14634146341463,328,261,1759,1412,8299,14.837976122797,17.0140980841065
"345","E02001591","E01007765","E00039349","Rotherham 014B","Rotherham 014","E08000018","Rotherham","",14,4.43037974683544,316,193,1518,1412,8299,12.7140974967062,17.0140980841065
"346","E02001591","E01007736","E00039183","Rotherham 014A","Rotherham 014","E08000018","Rotherham","",66,13.9830508474576,472,268,1618,1412,8299,16.5636588380717,17.0140980841065
"347","E02001591","E01007736","E00039188","Rotherham 014A","Rotherham 014","E08000018","Rotherham","",20,14.7058823529412,136,268,1618,1412,8299,16.5636588380717,17.0140980841065
"348","E02001591","E01007765","E00039348","Rotherham 014B","Rotherham 014","E08000018","Rotherham","",27,8.79478827361564,307,193,1518,1412,8299,12.7140974967062,17.0140980841065
"349","E02001591","E01007768","E00039337","Rotherham 014D","Rotherham 014","E08000018","Rotherham","",190,45.6730769230769,416,571,1936,1412,8299,29.4938016528926,17.0140980841065
"350","E02001591","E01007765","E00039344","Rotherham 014B","Rotherham 014","E08000018","Rotherham","",72,22.0858895705521,326,193,1518,1412,8299,12.7140974967062,17.0140980841065
"351","E02001592","E01007745","E00039222","Rotherham 015E","Rotherham 015","E08000018","Rotherham","",0,0,247,55,1551,242,8899,3.54609929078014,2.71940667490729
"352","E02001592","E01007745","E00039227","Rotherham 015E","Rotherham 015","E08000018","Rotherham","",9,3.07167235494881,293,55,1551,242,8899,3.54609929078014,2.71940667490729
"353","E02001592","E01007744","E00039228","Rotherham 015D","Rotherham 015","E08000018","Rotherham","",12,3.37078651685393,356,49,1556,242,8899,3.14910025706941,2.71940667490729
"354","E02001592","E01007741","E00039217","Rotherham 015A","Rotherham 015","E08000018","Rotherham","",7,1.92307692307692,364,37,1527,242,8899,2.42305173542895,2.71940667490729
"355","E02001592","E01007741","E00039220","Rotherham 015A","Rotherham 015","E08000018","Rotherham","",2,0.709219858156028,282,37,1527,242,8899,2.42305173542895,2.71940667490729
"356","E02001592","E01007745","E00039232","Rotherham 015E","Rotherham 015","E08000018","Rotherham","",17,4.6448087431694,366,55,1551,242,8899,3.54609929078014,2.71940667490729
"357","E02001592","E01007745","E00039211","Rotherham 015E","Rotherham 015","E08000018","Rotherham","",14,4.77815699658703,293,55,1551,242,8899,3.54609929078014,2.71940667490729
"358","E02001592","E01007742","E00039239","Rotherham 015B","Rotherham 015","E08000018","Rotherham","",12,4.51127819548872,266,32,1421,242,8899,2.25193525686137,2.71940667490729
"359","E02001592","E01007742","E00039214","Rotherham 015B","Rotherham 015","E08000018","Rotherham","",3,1.0989010989011,273,32,1421,242,8899,2.25193525686137,2.71940667490729
"360","E02001592","E01007742","E00039215","Rotherham 015B","Rotherham 015","E08000018","Rotherham","",4,1.55038759689922,258,32,1421,242,8899,2.25193525686137,2.71940667490729
"361","E02001592","E01007742","E00039218","Rotherham 015B","Rotherham 015","E08000018","Rotherham","",9,2.75229357798165,327,32,1421,242,8899,2.25193525686137,2.71940667490729
"362","E02001592","E01007741","E00039221","Rotherham 015A","Rotherham 015","E08000018","Rotherham","",9,3.2967032967033,273,37,1527,242,8899,2.42305173542895,2.71940667490729
"363","E02001592","E01007745","E00039230","Rotherham 015E","Rotherham 015","E08000018","Rotherham","",15,4.26136363636364,352,55,1551,242,8899,3.54609929078014,2.71940667490729
"364","E02001592","E01007744","E00039225","Rotherham 015D","Rotherham 015","E08000018","Rotherham","",9,3.65853658536585,246,49,1556,242,8899,3.14910025706941,2.71940667490729
"365","E02001592","E01007744","E00039209","Rotherham 015D","Rotherham 015","E08000018","Rotherham","",5,1.57728706624606,317,49,1556,242,8899,3.14910025706941,2.71940667490729
"366","E02001592","E01007741","E00039208","Rotherham 015A","Rotherham 015","E08000018","Rotherham","",3,1.08695652173913,276,37,1527,242,8899,2.42305173542895,2.71940667490729
"367","E02001592","E01007741","E00039219","Rotherham 015A","Rotherham 015","E08000018","Rotherham","",16,4.81927710843374,332,37,1527,242,8899,2.42305173542895,2.71940667490729
"368","E02001592","E01007743","E00039238","Rotherham 015C","Rotherham 015","E08000018","Rotherham","",8,2.60586319218241,307,24,1302,242,8899,1.84331797235023,2.71940667490729
"369","E02001592","E01007742","E00039237","Rotherham 015B","Rotherham 015","E08000018","Rotherham","",4,1.34680134680135,297,32,1421,242,8899,2.25193525686137,2.71940667490729
"370","E02001592","E01007743","E00039213","Rotherham 015C","Rotherham 015","E08000018","Rotherham","",2,0.632911392405063,316,24,1302,242,8899,1.84331797235023,2.71940667490729
"371","E02001592","E01007744","E00039226","Rotherham 015D","Rotherham 015","E08000018","Rotherham","",10,3.32225913621263,301,49,1556,242,8899,3.14910025706941,2.71940667490729
"372","E02001592","E01007744","E00039210","Rotherham 015D","Rotherham 015","E08000018","Rotherham","",13,3.86904761904762,336,49,1556,242,8899,3.14910025706941,2.71940667490729
"373","E02001592","E01007746","E00039229","Rotherham 015F","Rotherham 015","E08000018","Rotherham","",10,2.89855072463768,345,45,1542,242,8899,2.91828793774319,2.71940667490729
"374","E02001592","E01007746","E00039212","Rotherham 015F","Rotherham 015","E08000018","Rotherham","",21,6.68789808917197,314,45,1542,242,8899,2.91828793774319,2.71940667490729
"375","E02001592","E01007743","E00039207","Rotherham 015C","Rotherham 015","E08000018","Rotherham","",8,2.7681660899654,289,24,1302,242,8899,1.84331797235023,2.71940667490729
"376","E02001592","E01007743","E00039206","Rotherham 015C","Rotherham 015","E08000018","Rotherham","",6,1.53846153846154,390,24,1302,242,8899,1.84331797235023,2.71940667490729
"377","E02001592","E01007746","E00039224","Rotherham 015F","Rotherham 015","E08000018","Rotherham","",5,1.54320987654321,324,45,1542,242,8899,2.91828793774319,2.71940667490729
"378","E02001592","E01007746","E00039223","Rotherham 015F","Rotherham 015","E08000018","Rotherham","",2,0.671140939597315,298,45,1542,242,8899,2.91828793774319,2.71940667490729
"379","E02001592","E01007746","E00039231","Rotherham 015F","Rotherham 015","E08000018","Rotherham","",7,2.68199233716475,261,45,1542,242,8899,2.91828793774319,2.71940667490729
"380","E02001593","E01007716","E00039073","Rotherham 016B","Rotherham 016","E08000018","Rotherham","",33,15.4929577464789,213,514,1911,1365,7095,26.8969126111983,19.2389006342495
"381","E02001593","E01007716","E00039087","Rotherham 016B","Rotherham 016","E08000018","Rotherham","",110,27.9898218829517,393,514,1911,1365,7095,26.8969126111983,19.2389006342495
"382","E02001593","E01007715","E00039080","Rotherham 016A","Rotherham 016","E08000018","Rotherham","",153,34.1517857142857,448,513,1797,1365,7095,28.5475792988314,19.2389006342495
"383","E02001593","E01007715","E00039079","Rotherham 016A","Rotherham 016","E08000018","Rotherham","",113,30.8743169398907,366,513,1797,1365,7095,28.5475792988314,19.2389006342495
"384","E02001593","E01007715","E00039096","Rotherham 016A","Rotherham 016","E08000018","Rotherham","",50,15.9744408945687,313,513,1797,1365,7095,28.5475792988314,19.2389006342495
"385","E02001593","E01007716","E00039095","Rotherham 016B","Rotherham 016","E08000018","Rotherham","",22,14.4736842105263,152,514,1911,1365,7095,26.8969126111983,19.2389006342495
"386","E02001593","E01007716","E00039089","Rotherham 016B","Rotherham 016","E08000018","Rotherham","",113,33.1378299120235,341,514,1911,1365,7095,26.8969126111983,19.2389006342495
"387","E02001593","E01007716","E00039090","Rotherham 016B","Rotherham 016","E08000018","Rotherham","",98,26.1333333333333,375,514,1911,1365,7095,26.8969126111983,19.2389006342495
"388","E02001593","E01007717","E00039085","Rotherham 016C","Rotherham 016","E08000018","Rotherham","",64,25.4980079681275,251,186,1898,1365,7095,9.79978925184405,19.2389006342495
"389","E02001593","E01007715","E00039072","Rotherham 016A","Rotherham 016","E08000018","Rotherham","",60,21.3523131672598,281,513,1797,1365,7095,28.5475792988314,19.2389006342495
"390","E02001593","E01007717","E00039081","Rotherham 016C","Rotherham 016","E08000018","Rotherham","",53,11.7256637168142,452,186,1898,1365,7095,9.79978925184405,19.2389006342495
"391","E02001593","E01007715","E00039097","Rotherham 016A","Rotherham 016","E08000018","Rotherham","",137,35.2185089974293,389,513,1797,1365,7095,28.5475792988314,19.2389006342495
"392","E02001593","E01007718","E00039071","Rotherham 016D","Rotherham 016","E08000018","Rotherham","",23,7.74410774410774,297,152,1489,1365,7095,10.2081934184016,19.2389006342495
"393","E02001593","E01007717","E00039084","Rotherham 016C","Rotherham 016","E08000018","Rotherham","",7,2.28013029315961,307,186,1898,1365,7095,9.79978925184405,19.2389006342495
"394","E02001593","E01007717","E00039094","Rotherham 016C","Rotherham 016","E08000018","Rotherham","",23,7.3482428115016,313,186,1898,1365,7095,9.79978925184405,19.2389006342495
"395","E02001593","E01007716","E00039086","Rotherham 016B","Rotherham 016","E08000018","Rotherham","",138,31.5789473684211,437,514,1911,1365,7095,26.8969126111983,19.2389006342495
"396","E02001593","E01007718","E00039078","Rotherham 016D","Rotherham 016","E08000018","Rotherham","",39,10.455764075067,373,152,1489,1365,7095,10.2081934184016,19.2389006342495
"397","E02001593","E01007718","E00039077","Rotherham 016D","Rotherham 016","E08000018","Rotherham","",35,13.1578947368421,266,152,1489,1365,7095,10.2081934184016,19.2389006342495
"398","E02001593","E01007717","E00039082","Rotherham 016C","Rotherham 016","E08000018","Rotherham","",22,7.43243243243243,296,186,1898,1365,7095,9.79978925184405,19.2389006342495
"399","E02001593","E01007718","E00039075","Rotherham 016D","Rotherham 016","E08000018","Rotherham","",9,5.11363636363636,176,152,1489,1365,7095,10.2081934184016,19.2389006342495
"400","E02001593","E01007718","E00039098","Rotherham 016D","Rotherham 016","E08000018","Rotherham","",46,12.2015915119363,377,152,1489,1365,7095,10.2081934184016,19.2389006342495
"401","E02001593","E01007717","E00039088","Rotherham 016C","Rotherham 016","E08000018","Rotherham","",17,6.09318996415771,279,186,1898,1365,7095,9.79978925184405,19.2389006342495
"402","E02001594","E01007714","E00039091","Rotherham 017B","Rotherham 017","E08000018","Rotherham","",63,36.8421052631579,171,680,2022,2078,6880,33.6300692383778,30.203488372093
"403","E02001594","E01007677","E00038908","Rotherham 017A","Rotherham 017","E08000018","Rotherham","",34,14.7186147186147,231,196,1467,2078,6880,13.3605998636673,30.203488372093
"404","E02001594","E01007677","E00038906","Rotherham 017A","Rotherham 017","E08000018","Rotherham","",62,19.6825396825397,315,196,1467,2078,6880,13.3605998636673,30.203488372093
"405","E02001594","E01007714","E00039092","Rotherham 017B","Rotherham 017","E08000018","Rotherham","",185,45.2322738386308,409,680,2022,2078,6880,33.6300692383778,30.203488372093
"406","E02001594","E01007677","E00038902","Rotherham 017A","Rotherham 017","E08000018","Rotherham","",61,18.7692307692308,325,196,1467,2078,6880,13.3605998636673,30.203488372093
"407","E02001594","E01007714","E00168756","Rotherham 017B","Rotherham 017","E08000018","Rotherham","",48,27.5862068965517,174,680,2022,2078,6880,33.6300692383778,30.203488372093
"408","E02001594","E01007677","E00038882","Rotherham 017A","Rotherham 017","E08000018","Rotherham","",25,7.83699059561129,319,196,1467,2078,6880,13.3605998636673,30.203488372093
"409","E02001594","E01007677","E00038907","Rotherham 017A","Rotherham 017","E08000018","Rotherham","",14,5.05415162454874,277,196,1467,2078,6880,13.3605998636673,30.203488372093
"410","E02001594","E01007714","E00039083","Rotherham 017B","Rotherham 017","E08000018","Rotherham","",25,14.2857142857143,175,680,2022,2078,6880,33.6300692383778,30.203488372093
"411","E02001594","E01007714","E00168784","Rotherham 017B","Rotherham 017","E08000018","Rotherham","",65,31.8627450980392,204,680,2022,2078,6880,33.6300692383778,30.203488372093
"412","E02001594","E01007769","E00039353","Rotherham 017D","Rotherham 017","E08000018","Rotherham","",236,59.8984771573604,394,912,1728,2078,6880,52.7777777777778,30.203488372093
"413","E02001594","E01007769","E00039354","Rotherham 017D","Rotherham 017","E08000018","Rotherham","",203,53.7037037037037,378,912,1728,2078,6880,52.7777777777778,30.203488372093
"414","E02001594","E01007767","E00039350","Rotherham 017C","Rotherham 017","E08000018","Rotherham","",34,10.8626198083067,313,290,1663,2078,6880,17.4383644016837,30.203488372093
"415","E02001594","E01007769","E00039363","Rotherham 017D","Rotherham 017","E08000018","Rotherham","",164,47.1264367816092,348,912,1728,2078,6880,52.7777777777778,30.203488372093
"416","E02001594","E01007714","E00039074","Rotherham 017B","Rotherham 017","E08000018","Rotherham","",199,45.852534562212,434,680,2022,2078,6880,33.6300692383778,30.203488372093
"417","E02001594","E01007767","E00039341","Rotherham 017C","Rotherham 017","E08000018","Rotherham","",44,14.1935483870968,310,290,1663,2078,6880,17.4383644016837,30.203488372093
"418","E02001594","E01007714","E00168755","Rotherham 017B","Rotherham 017","E08000018","Rotherham","",28,18.3006535947712,153,680,2022,2078,6880,33.6300692383778,30.203488372093
"419","E02001594","E01007767","E00039335","Rotherham 017C","Rotherham 017","E08000018","Rotherham","",37,16.4444444444444,225,290,1663,2078,6880,17.4383644016837,30.203488372093
"420","E02001594","E01007769","E00039352","Rotherham 017D","Rotherham 017","E08000018","Rotherham","",165,50.4587155963303,327,912,1728,2078,6880,52.7777777777778,30.203488372093
"421","E02001594","E01007767","E00039336","Rotherham 017C","Rotherham 017","E08000018","Rotherham","",116,24.3697478991597,476,290,1663,2078,6880,17.4383644016837,30.203488372093
"422","E02001594","E01007769","E00039358","Rotherham 017D","Rotherham 017","E08000018","Rotherham","",144,51.2455516014235,281,912,1728,2078,6880,52.7777777777778,30.203488372093
"423","E02001594","E01007714","E00039076","Rotherham 017B","Rotherham 017","E08000018","Rotherham","",67,22.1854304635762,302,680,2022,2078,6880,33.6300692383778,30.203488372093
"424","E02001594","E01007767","E00039334","Rotherham 017C","Rotherham 017","E08000018","Rotherham","",59,17.4041297935103,339,290,1663,2078,6880,17.4383644016837,30.203488372093
"425","E02001595","E01007685","E00038912","Rotherham 018A","Rotherham 018","E08000018","Rotherham","",7,2.51798561151079,278,28,1437,161,8765,1.94850382741823,1.83685111237878
"426","E02001595","E01007756","E00039317","Rotherham 018D","Rotherham 018","E08000018","Rotherham","",4,1.50375939849624,266,26,1446,161,8765,1.79806362378976,1.83685111237878
"427","E02001595","E01007685","E00038919","Rotherham 018A","Rotherham 018","E08000018","Rotherham","",5,1.73611111111111,288,28,1437,161,8765,1.94850382741823,1.83685111237878
"428","E02001595","E01007756","E00039326","Rotherham 018D","Rotherham 018","E08000018","Rotherham","",3,1.04895104895105,286,26,1446,161,8765,1.79806362378976,1.83685111237878
"429","E02001595","E01007685","E00038920","Rotherham 018A","Rotherham 018","E08000018","Rotherham","",3,1.11524163568773,269,28,1437,161,8765,1.94850382741823,1.83685111237878
"430","E02001595","E01007755","E00039305","Rotherham 018C","Rotherham 018","E08000018","Rotherham","",3,1.65745856353591,181,14,1386,161,8765,1.01010101010101,1.83685111237878
"431","E02001595","E01007685","E00038915","Rotherham 018A","Rotherham 018","E08000018","Rotherham","",9,2.69461077844311,334,28,1437,161,8765,1.94850382741823,1.83685111237878
"432","E02001595","E01007756","E00039323","Rotherham 018D","Rotherham 018","E08000018","Rotherham","",6,2.23048327137546,269,26,1446,161,8765,1.79806362378976,1.83685111237878
"433","E02001595","E01007756","E00039312","Rotherham 018D","Rotherham 018","E08000018","Rotherham","",5,1.62337662337662,308,26,1446,161,8765,1.79806362378976,1.83685111237878
"434","E02001595","E01007755","E00039309","Rotherham 018C","Rotherham 018","E08000018","Rotherham","",2,0.892857142857143,224,14,1386,161,8765,1.01010101010101,1.83685111237878
"435","E02001595","E01007762","E00039322","Rotherham 018F","Rotherham 018","E08000018","Rotherham","",4,1.94174757281553,206,32,1471,161,8765,2.17539089055065,1.83685111237878
"436","E02001595","E01007685","E00038916","Rotherham 018A","Rotherham 018","E08000018","Rotherham","",4,1.49253731343284,268,28,1437,161,8765,1.94850382741823,1.83685111237878
"437","E02001595","E01007756","E00039308","Rotherham 018D","Rotherham 018","E08000018","Rotherham","",8,2.52365930599369,317,26,1446,161,8765,1.79806362378976,1.83685111237878
"438","E02001595","E01007754","E00039303","Rotherham 018B","Rotherham 018","E08000018","Rotherham","",15,3.58851674641148,418,38,1409,161,8765,2.69694819020582,1.83685111237878
"439","E02001595","E01007762","E00039281","Rotherham 018F","Rotherham 018","E08000018","Rotherham","",9,3.11418685121107,289,32,1471,161,8765,2.17539089055065,1.83685111237878
"440","E02001595","E01007762","E00039290","Rotherham 018F","Rotherham 018","E08000018","Rotherham","",8,2.5,320,32,1471,161,8765,2.17539089055065,1.83685111237878
"441","E02001595","E01007755","E00039275","Rotherham 018C","Rotherham 018","E08000018","Rotherham","",7,1.28205128205128,546,14,1386,161,8765,1.01010101010101,1.83685111237878
"442","E02001595","E01007755","E00039278","Rotherham 018C","Rotherham 018","E08000018","Rotherham","",2,0.459770114942529,435,14,1386,161,8765,1.01010101010101,1.83685111237878
"443","E02001595","E01007754","E00039307","Rotherham 018B","Rotherham 018","E08000018","Rotherham","",4,1.49253731343284,268,38,1409,161,8765,2.69694819020582,1.83685111237878
"444","E02001595","E01007762","E00039292","Rotherham 018F","Rotherham 018","E08000018","Rotherham","",9,2.95081967213115,305,32,1471,161,8765,2.17539089055065,1.83685111237878
"445","E02001595","E01007754","E00039306","Rotherham 018B","Rotherham 018","E08000018","Rotherham","",6,2.69058295964126,223,38,1409,161,8765,2.69694819020582,1.83685111237878
"446","E02001595","E01007761","E00039321","Rotherham 018E","Rotherham 018","E08000018","Rotherham","",2,0.727272727272727,275,23,1616,161,8765,1.42326732673267,1.83685111237878
"447","E02001595","E01007762","E00039328","Rotherham 018F","Rotherham 018","E08000018","Rotherham","",2,0.56980056980057,351,32,1471,161,8765,2.17539089055065,1.83685111237878
"448","E02001595","E01007761","E00039280","Rotherham 018E","Rotherham 018","E08000018","Rotherham","",4,1.53846153846154,260,23,1616,161,8765,1.42326732673267,1.83685111237878
"449","E02001595","E01007761","E00039333","Rotherham 018E","Rotherham 018","E08000018","Rotherham","",4,1.36986301369863,292,23,1616,161,8765,1.42326732673267,1.83685111237878
"450","E02001595","E01007761","E00039284","Rotherham 018E","Rotherham 018","E08000018","Rotherham","",5,1.70068027210884,294,23,1616,161,8765,1.42326732673267,1.83685111237878
"451","E02001595","E01007754","E00039304","Rotherham 018B","Rotherham 018","E08000018","Rotherham","",7,3.36538461538462,208,38,1409,161,8765,2.69694819020582,1.83685111237878
"452","E02001595","E01007761","E00039327","Rotherham 018E","Rotherham 018","E08000018","Rotherham","",3,1.1070110701107,271,23,1616,161,8765,1.42326732673267,1.83685111237878
"453","E02001595","E01007754","E00039279","Rotherham 018B","Rotherham 018","E08000018","Rotherham","",6,2.05479452054794,292,38,1409,161,8765,2.69694819020582,1.83685111237878
"454","E02001595","E01007761","E00039287","Rotherham 018E","Rotherham 018","E08000018","Rotherham","",5,2.23214285714286,224,23,1616,161,8765,1.42326732673267,1.83685111237878
"455","E02001596","E01007726","E00039100","Rotherham 019F","Rotherham 019","E08000018","Rotherham","",14,3.91061452513966,358,46,1600,193,8651,2.875,2.23095595884869
"456","E02001596","E01007686","E00038951","Rotherham 019C","Rotherham 019","E08000018","Rotherham","",6,2.8436018957346,211,32,1417,193,8651,2.25829216654905,2.23095595884869
"457","E02001596","E01007686","E00038943","Rotherham 019C","Rotherham 019","E08000018","Rotherham","",3,0.925925925925926,324,32,1417,193,8651,2.25829216654905,2.23095595884869
"458","E02001596","E01007688","E00038963","Rotherham 019D","Rotherham 019","E08000018","Rotherham","",2,0.632911392405063,316,21,1429,193,8651,1.46955913226032,2.23095595884869
"459","E02001596","E01007726","E00039122","Rotherham 019F","Rotherham 019","E08000018","Rotherham","",4,1.77777777777778,225,46,1600,193,8651,2.875,2.23095595884869
"460","E02001596","E01007686","E00038953","Rotherham 019C","Rotherham 019","E08000018","Rotherham","",6,2.18181818181818,275,32,1417,193,8651,2.25829216654905,2.23095595884869
"461","E02001596","E01007726","E00039117","Rotherham 019F","Rotherham 019","E08000018","Rotherham","",3,1.62162162162162,185,46,1600,193,8651,2.875,2.23095595884869
"462","E02001596","E01007683","E00038929","Rotherham 019B","Rotherham 019","E08000018","Rotherham","",7,2.38907849829352,293,34,1433,193,8651,2.37264480111654,2.23095595884869
"463","E02001596","E01007688","E00038965","Rotherham 019D","Rotherham 019","E08000018","Rotherham","",1,0.321543408360129,311,21,1429,193,8651,1.46955913226032,2.23095595884869
"464","E02001596","E01007682","E00038959","Rotherham 019A","Rotherham 019","E08000018","Rotherham","",7,2.24358974358974,312,25,1440,193,8651,1.73611111111111,2.23095595884869
"465","E02001596","E01007688","E00038950","Rotherham 019D","Rotherham 019","E08000018","Rotherham","",7,3.25581395348837,215,21,1429,193,8651,1.46955913226032,2.23095595884869
"466","E02001596","E01007726","E00039121","Rotherham 019F","Rotherham 019","E08000018","Rotherham","",12,4.08163265306122,294,46,1600,193,8651,2.875,2.23095595884869
"467","E02001596","E01007726","E00039124","Rotherham 019F","Rotherham 019","E08000018","Rotherham","",8,2.7027027027027,296,46,1600,193,8651,2.875,2.23095595884869
"468","E02001596","E01007682","E00038932","Rotherham 019A","Rotherham 019","E08000018","Rotherham","",4,1.49812734082397,267,25,1440,193,8651,1.73611111111111,2.23095595884869
"469","E02001596","E01007725","E00039102","Rotherham 019E","Rotherham 019","E08000018","Rotherham","",10,3.14465408805031,318,35,1332,193,8651,2.62762762762763,2.23095595884869
"470","E02001596","E01007686","E00038962","Rotherham 019C","Rotherham 019","E08000018","Rotherham","",15,3.97877984084881,377,32,1417,193,8651,2.25829216654905,2.23095595884869
"471","E02001596","E01007725","E00039119","Rotherham 019E","Rotherham 019","E08000018","Rotherham","",5,1.74825174825175,286,35,1332,193,8651,2.62762762762763,2.23095595884869
"472","E02001596","E01007725","E00039114","Rotherham 019E","Rotherham 019","E08000018","Rotherham","",11,3.2069970845481,343,35,1332,193,8651,2.62762762762763,2.23095595884869
"473","E02001596","E01007682","E00038934","Rotherham 019A","Rotherham 019","E08000018","Rotherham","",3,1.16279069767442,258,25,1440,193,8651,1.73611111111111,2.23095595884869
"474","E02001596","E01007726","E00039120","Rotherham 019F","Rotherham 019","E08000018","Rotherham","",5,2.06611570247934,242,46,1600,193,8651,2.875,2.23095595884869
"475","E02001596","E01007683","E00038911","Rotherham 019B","Rotherham 019","E08000018","Rotherham","",13,3.05882352941176,425,34,1433,193,8651,2.37264480111654,2.23095595884869
"476","E02001596","E01007682","E00038957","Rotherham 019A","Rotherham 019","E08000018","Rotherham","",5,1.67785234899329,298,25,1440,193,8651,1.73611111111111,2.23095595884869
"477","E02001596","E01007686","E00038960","Rotherham 019C","Rotherham 019","E08000018","Rotherham","",2,0.869565217391304,230,32,1417,193,8651,2.25829216654905,2.23095595884869
"478","E02001596","E01007682","E00038958","Rotherham 019A","Rotherham 019","E08000018","Rotherham","",6,1.9672131147541,305,25,1440,193,8651,1.73611111111111,2.23095595884869
"479","E02001596","E01007688","E00038964","Rotherham 019D","Rotherham 019","E08000018","Rotherham","",6,1.75438596491228,342,21,1429,193,8651,1.46955913226032,2.23095595884869
"480","E02001596","E01007725","E00039116","Rotherham 019E","Rotherham 019","E08000018","Rotherham","",9,2.33766233766234,385,35,1332,193,8651,2.62762762762763,2.23095595884869
"481","E02001596","E01007683","E00038910","Rotherham 019B","Rotherham 019","E08000018","Rotherham","",9,2.87539936102236,313,34,1433,193,8651,2.37264480111654,2.23095595884869
"482","E02001596","E01007683","E00038909","Rotherham 019B","Rotherham 019","E08000018","Rotherham","",5,1.24378109452736,402,34,1433,193,8651,2.37264480111654,2.23095595884869
"483","E02001596","E01007688","E00038966","Rotherham 019D","Rotherham 019","E08000018","Rotherham","",5,2.04081632653061,245,21,1429,193,8651,1.46955913226032,2.23095595884869
"484","E02001597","E01007763","E00039283","Rotherham 020E","Rotherham 020","E08000018","Rotherham","",7,2.78884462151394,251,49,1561,242,9528,3.1390134529148,2.53988245172124
"485","E02001597","E01007763","E00039291","Rotherham 020E","Rotherham 020","E08000018","Rotherham","",14,3.5264483627204,397,49,1561,242,9528,3.1390134529148,2.53988245172124
"486","E02001597","E01007758","E00039319","Rotherham 020B","Rotherham 020","E08000018","Rotherham","",9,2.73556231003039,329,36,1336,242,9528,2.69461077844311,2.53988245172124
"487","E02001597","E01007758","E00039320","Rotherham 020B","Rotherham 020","E08000018","Rotherham","",7,2.3972602739726,292,36,1336,242,9528,2.69461077844311,2.53988245172124
"488","E02001597","E01007763","E00039286","Rotherham 020E","Rotherham 020","E08000018","Rotherham","",2,0.694444444444444,288,49,1561,242,9528,3.1390134529148,2.53988245172124
"489","E02001597","E01007758","E00039277","Rotherham 020B","Rotherham 020","E08000018","Rotherham","",4,1.74672489082969,229,36,1336,242,9528,2.69461077844311,2.53988245172124
"490","E02001597","E01007760","E00039282","Rotherham 020D","Rotherham 020","E08000018","Rotherham","",6,1.81818181818182,330,58,1784,242,9528,3.25112107623318,2.53988245172124
"491","E02001597","E01007760","E00039289","Rotherham 020D","Rotherham 020","E08000018","Rotherham","",4,1.53846153846154,260,58,1784,242,9528,3.25112107623318,2.53988245172124
"492","E02001597","E01007764","E00039296","Rotherham 020F","Rotherham 020","E08000018","Rotherham","",13,3.26633165829146,398,42,1705,242,9528,2.4633431085044,2.53988245172124
"493","E02001597","E01007764","E00039300","Rotherham 020F","Rotherham 020","E08000018","Rotherham","",7,2.23642172523962,313,42,1705,242,9528,2.4633431085044,2.53988245172124
"494","E02001597","E01007760","E00039299","Rotherham 020D","Rotherham 020","E08000018","Rotherham","",2,0.701754385964912,285,58,1784,242,9528,3.25112107623318,2.53988245172124
"495","E02001597","E01007760","E00039298","Rotherham 020D","Rotherham 020","E08000018","Rotherham","",15,4.3859649122807,342,58,1784,242,9528,3.25112107623318,2.53988245172124
"496","E02001597","E01007763","E00039295","Rotherham 020E","Rotherham 020","E08000018","Rotherham","",10,3.125,320,49,1561,242,9528,3.1390134529148,2.53988245172124
"497","E02001597","E01007758","E00039315","Rotherham 020B","Rotherham 020","E08000018","Rotherham","",5,1.77304964539007,282,36,1336,242,9528,2.69461077844311,2.53988245172124
"498","E02001597","E01007759","E00039324","Rotherham 020C","Rotherham 020","E08000018","Rotherham","",3,1.31578947368421,228,15,1473,242,9528,1.0183299389002,2.53988245172124
"499","E02001597","E01007764","E00039276","Rotherham 020F","Rotherham 020","E08000018","Rotherham","",5,1.3262599469496,377,42,1705,242,9528,2.4633431085044,2.53988245172124
"500","E02001597","E01007764","E00039288","Rotherham 020F","Rotherham 020","E08000018","Rotherham","",8,5.71428571428571,140,42,1705,242,9528,2.4633431085044,2.53988245172124
"501","E02001597","E01007764","E00039297","Rotherham 020F","Rotherham 020","E08000018","Rotherham","",5,1.61812297734628,309,42,1705,242,9528,2.4633431085044,2.53988245172124
"502","E02001597","E01007763","E00039285","Rotherham 020E","Rotherham 020","E08000018","Rotherham","",16,5.24590163934426,305,49,1561,242,9528,3.1390134529148,2.53988245172124
"503","E02001597","E01007760","E00039294","Rotherham 020D","Rotherham 020","E08000018","Rotherham","",19,6.73758865248227,282,58,1784,242,9528,3.25112107623318,2.53988245172124
