"","MSOA11CD","LSOA11CD","OA11CD","LSOA11NM","MSOA11NM","LAD11CD","LAD11NM","LAD11NMW","nonwhite","pstani","Ethnic Group: All usual residents","nonwhite.lsoa","Ethnic Group: All usual residents.lsoa","pstani.lsoa","nonwhite.msoa","Ethnic Group: All usual residents.msoa","pstani.msoa","nonwhiteZoneProp.oa","nonwhiteZoneProp.lsoa","nonwhiteZoneProp.msoa","pstaniZoneProp.oa","pstaniZoneProp.lsoa","pstaniZoneProp.msoa"
"1","E02001578","E01007695","E00038988","Rotherham 001C","Rotherham 001","E08000018","Rotherham","",9,7,330,43,2461,7,162,9461,18,2.72727272727273,1.74725721251524,1.71229256949583,2.12121212121212,0.284437220642015,0.190254729943981
"2","E02001578","E01007695","E00038989","Rotherham 001C","Rotherham 001","E08000018","Rotherham","",3,0,243,43,2461,7,162,9461,18,1.23456790123457,1.74725721251524,1.71229256949583,0,0.284437220642015,0.190254729943981
"3","E02001578","E01007693","E00038980","Rotherham 001A","Rotherham 001","E08000018","Rotherham","",5,1,209,50,2148,3,162,9461,18,2.39234449760766,2.32774674115456,1.71229256949583,0.478468899521531,0.139664804469274,0.190254729943981
"4","E02001578","E01007695","E00168764","Rotherham 001C","Rotherham 001","E08000018","Rotherham","",4,0,365,43,2461,7,162,9461,18,1.0958904109589,1.74725721251524,1.71229256949583,0,0.284437220642015,0.190254729943981
"5","E02001578","E01007694","E00038984","Rotherham 001B","Rotherham 001","E08000018","Rotherham","",11,4,418,33,1758,8,162,9461,18,2.63157894736842,1.87713310580205,1.71229256949583,0.956937799043062,0.455062571103527,0.190254729943981
"6","E02001578","E01007693","E00168762","Rotherham 001A","Rotherham 001","E08000018","Rotherham","",10,0,299,50,2148,3,162,9461,18,3.34448160535117,2.32774674115456,1.71229256949583,0,0.139664804469274,0.190254729943981
"7","E02001578","E01007693","E00038982","Rotherham 001A","Rotherham 001","E08000018","Rotherham","",12,1,369,50,2148,3,162,9461,18,3.2520325203252,2.32774674115456,1.71229256949583,0.2710027100271,0.139664804469274,0.190254729943981
"8","E02001578","E01007693","E00168760","Rotherham 001A","Rotherham 001","E08000018","Rotherham","",6,0,231,50,2148,3,162,9461,18,2.5974025974026,2.32774674115456,1.71229256949583,0,0.139664804469274,0.190254729943981
"9","E02001578","E01007695","E00168753","Rotherham 001C","Rotherham 001","E08000018","Rotherham","",3,0,263,43,2461,7,162,9461,18,1.14068441064639,1.74725721251524,1.71229256949583,0,0.284437220642015,0.190254729943981
"10","E02001578","E01007693","E00168761","Rotherham 001A","Rotherham 001","E08000018","Rotherham","",4,1,197,50,2148,3,162,9461,18,2.03045685279188,2.32774674115456,1.71229256949583,0.50761421319797,0.139664804469274,0.190254729943981
"11","E02001578","E01007697","E00038978","Rotherham 001D","Rotherham 001","E08000018","Rotherham","",1,0,272,10,1577,0,162,9461,18,0.367647058823529,0.634115409004439,1.71229256949583,0,0,0.190254729943981
"12","E02001578","E01007694","E00038985","Rotherham 001B","Rotherham 001","E08000018","Rotherham","",3,0,342,33,1758,8,162,9461,18,0.87719298245614,1.87713310580205,1.71229256949583,0,0.455062571103527,0.190254729943981
"13","E02001578","E01007698","E00038976","Rotherham 001E","Rotherham 001","E08000018","Rotherham","",3,0,283,26,1517,0,162,9461,18,1.06007067137809,1.7139090309822,1.71229256949583,0,0,0.190254729943981
"14","E02001578","E01007694","E00038987","Rotherham 001B","Rotherham 001","E08000018","Rotherham","",8,2,307,33,1758,8,162,9461,18,2.60586319218241,1.87713310580205,1.71229256949583,0.651465798045603,0.455062571103527,0.190254729943981
"15","E02001578","E01007693","E00038972","Rotherham 001A","Rotherham 001","E08000018","Rotherham","",9,0,250,50,2148,3,162,9461,18,3.6,2.32774674115456,1.71229256949583,0,0.139664804469274,0.190254729943981
"16","E02001578","E01007697","E00038970","Rotherham 001D","Rotherham 001","E08000018","Rotherham","",3,0,372,10,1577,0,162,9461,18,0.806451612903226,0.634115409004439,1.71229256949583,0,0,0.190254729943981
"17","E02001578","E01007695","E00038986","Rotherham 001C","Rotherham 001","E08000018","Rotherham","",8,0,341,43,2461,7,162,9461,18,2.34604105571848,1.74725721251524,1.71229256949583,0,0.284437220642015,0.190254729943981
"18","E02001578","E01007695","E00038973","Rotherham 001C","Rotherham 001","E08000018","Rotherham","",3,0,274,43,2461,7,162,9461,18,1.09489051094891,1.74725721251524,1.71229256949583,0,0.284437220642015,0.190254729943981
"19","E02001578","E01007693","E00168763","Rotherham 001A","Rotherham 001","E08000018","Rotherham","",3,0,393,50,2148,3,162,9461,18,0.763358778625954,2.32774674115456,1.71229256949583,0,0.139664804469274,0.190254729943981
"20","E02001578","E01007693","E00168759","Rotherham 001A","Rotherham 001","E08000018","Rotherham","",1,0,200,50,2148,3,162,9461,18,0.5,2.32774674115456,1.71229256949583,0,0.139664804469274,0.190254729943981
"21","E02001578","E01007698","E00038991","Rotherham 001E","Rotherham 001","E08000018","Rotherham","",1,0,296,26,1517,0,162,9461,18,0.337837837837838,1.7139090309822,1.71229256949583,0,0,0.190254729943981
"22","E02001578","E01007698","E00038967","Rotherham 001E","Rotherham 001","E08000018","Rotherham","",14,0,341,26,1517,0,162,9461,18,4.10557184750733,1.7139090309822,1.71229256949583,0,0,0.190254729943981
"23","E02001578","E01007697","E00038979","Rotherham 001D","Rotherham 001","E08000018","Rotherham","",0,0,309,10,1577,0,162,9461,18,0,0.634115409004439,1.71229256949583,0,0,0.190254729943981
"24","E02001578","E01007694","E00038981","Rotherham 001B","Rotherham 001","E08000018","Rotherham","",7,1,449,33,1758,8,162,9461,18,1.55902004454343,1.87713310580205,1.71229256949583,0.22271714922049,0.455062571103527,0.190254729943981
"25","E02001578","E01007698","E00038974","Rotherham 001E","Rotherham 001","E08000018","Rotherham","",7,0,299,26,1517,0,162,9461,18,2.34113712374582,1.7139090309822,1.71229256949583,0,0,0.190254729943981
"26","E02001578","E01007694","E00038983","Rotherham 001B","Rotherham 001","E08000018","Rotherham","",4,1,242,33,1758,8,162,9461,18,1.65289256198347,1.87713310580205,1.71229256949583,0.413223140495868,0.455062571103527,0.190254729943981
"27","E02001578","E01007695","E00168765","Rotherham 001C","Rotherham 001","E08000018","Rotherham","",7,0,300,43,2461,7,162,9461,18,2.33333333333333,1.74725721251524,1.71229256949583,0,0.284437220642015,0.190254729943981
"28","E02001578","E01007698","E00038975","Rotherham 001E","Rotherham 001","E08000018","Rotherham","",1,0,298,26,1517,0,162,9461,18,0.335570469798658,1.7139090309822,1.71229256949583,0,0,0.190254729943981
"29","E02001578","E01007695","E00168754","Rotherham 001C","Rotherham 001","E08000018","Rotherham","",6,0,345,43,2461,7,162,9461,18,1.73913043478261,1.74725721251524,1.71229256949583,0,0.284437220642015,0.190254729943981
"30","E02001578","E01007697","E00038977","Rotherham 001D","Rotherham 001","E08000018","Rotherham","",4,0,358,10,1577,0,162,9461,18,1.11731843575419,0.634115409004439,1.71229256949583,0,0,0.190254729943981
"31","E02001578","E01007697","E00038971","Rotherham 001D","Rotherham 001","E08000018","Rotherham","",2,0,266,10,1577,0,162,9461,18,0.75187969924812,0.634115409004439,1.71229256949583,0,0,0.190254729943981
"32","E02001579","E01007819","E00039587","Rotherham 002C","Rotherham 002","E08000018","Rotherham","",6,0,254,47,1481,3,223,9205,13,2.36220472440945,3.17353139770425,2.42259641499185,0,0.202565833896016,0.141227593699077
"33","E02001579","E01007819","E00039584","Rotherham 002C","Rotherham 002","E08000018","Rotherham","",2,0,309,47,1481,3,223,9205,13,0.647249190938511,3.17353139770425,2.42259641499185,0,0.202565833896016,0.141227593699077
"34","E02001579","E01007819","E00039592","Rotherham 002C","Rotherham 002","E08000018","Rotherham","",3,1,308,47,1481,3,223,9205,13,0.974025974025974,3.17353139770425,2.42259641499185,0.324675324675325,0.202565833896016,0.141227593699077
"35","E02001579","E01007819","E00039595","Rotherham 002C","Rotherham 002","E08000018","Rotherham","",23,2,318,47,1481,3,223,9205,13,7.23270440251572,3.17353139770425,2.42259641499185,0.628930817610063,0.202565833896016,0.141227593699077
"36","E02001579","E01007820","E00039601","Rotherham 002D","Rotherham 002","E08000018","Rotherham","",9,0,334,38,1483,1,223,9205,13,2.69461077844311,2.56237356709373,2.42259641499185,0,0.0674308833445718,0.141227593699077
"37","E02001579","E01007820","E00039588","Rotherham 002D","Rotherham 002","E08000018","Rotherham","",9,0,317,38,1483,1,223,9205,13,2.8391167192429,2.56237356709373,2.42259641499185,0,0.0674308833445718,0.141227593699077
"38","E02001579","E01007819","E00039594","Rotherham 002C","Rotherham 002","E08000018","Rotherham","",13,0,292,47,1481,3,223,9205,13,4.45205479452055,3.17353139770425,2.42259641499185,0,0.202565833896016,0.141227593699077
"39","E02001579","E01007820","E00039608","Rotherham 002D","Rotherham 002","E08000018","Rotherham","",10,1,254,38,1483,1,223,9205,13,3.93700787401575,2.56237356709373,2.42259641499185,0.393700787401575,0.0674308833445718,0.141227593699077
"40","E02001579","E01007820","E00039606","Rotherham 002D","Rotherham 002","E08000018","Rotherham","",2,0,271,38,1483,1,223,9205,13,0.738007380073801,2.56237356709373,2.42259641499185,0,0.0674308833445718,0.141227593699077
"41","E02001579","E01007821","E00039605","Rotherham 002E","Rotherham 002","E08000018","Rotherham","",1,0,210,26,1608,0,223,9205,13,0.476190476190476,1.61691542288557,2.42259641499185,0,0,0.141227593699077
"42","E02001579","E01007820","E00039609","Rotherham 002D","Rotherham 002","E08000018","Rotherham","",8,0,307,38,1483,1,223,9205,13,2.60586319218241,2.56237356709373,2.42259641499185,0,0.0674308833445718,0.141227593699077
"43","E02001579","E01007821","E00039585","Rotherham 002E","Rotherham 002","E08000018","Rotherham","",6,0,417,26,1608,0,223,9205,13,1.43884892086331,1.61691542288557,2.42259641499185,0,0,0.141227593699077
"44","E02001579","E01007821","E00039610","Rotherham 002E","Rotherham 002","E08000018","Rotherham","",12,0,285,26,1608,0,223,9205,13,4.21052631578947,1.61691542288557,2.42259641499185,0,0,0.141227593699077
"45","E02001579","E01007821","E00039617","Rotherham 002E","Rotherham 002","E08000018","Rotherham","",2,0,342,26,1608,0,223,9205,13,0.584795321637427,1.61691542288557,2.42259641499185,0,0,0.141227593699077
"46","E02001579","E01007822","E00039602","Rotherham 002F","Rotherham 002","E08000018","Rotherham","",4,0,311,45,1540,2,223,9205,13,1.28617363344051,2.92207792207792,2.42259641499185,0,0.12987012987013,0.141227593699077
"47","E02001579","E01007822","E00039603","Rotherham 002F","Rotherham 002","E08000018","Rotherham","",7,1,188,45,1540,2,223,9205,13,3.72340425531915,2.92207792207792,2.42259641499185,0.531914893617021,0.12987012987013,0.141227593699077
"48","E02001579","E01007822","E00039612","Rotherham 002F","Rotherham 002","E08000018","Rotherham","",6,0,318,45,1540,2,223,9205,13,1.88679245283019,2.92207792207792,2.42259641499185,0,0.12987012987013,0.141227593699077
"49","E02001579","E01007822","E00039583","Rotherham 002F","Rotherham 002","E08000018","Rotherham","",6,0,274,45,1540,2,223,9205,13,2.18978102189781,2.92207792207792,2.42259641499185,0,0.12987012987013,0.141227593699077
"50","E02001579","E01007822","E00039607","Rotherham 002F","Rotherham 002","E08000018","Rotherham","",18,0,247,45,1540,2,223,9205,13,7.28744939271255,2.92207792207792,2.42259641499185,0,0.12987012987013,0.141227593699077
"51","E02001579","E01007822","E00039604","Rotherham 002F","Rotherham 002","E08000018","Rotherham","",4,1,202,45,1540,2,223,9205,13,1.98019801980198,2.92207792207792,2.42259641499185,0.495049504950495,0.12987012987013,0.141227593699077
"52","E02001579","E01007817","E00039615","Rotherham 002B","Rotherham 002","E08000018","Rotherham","",2,0,300,17,1421,1,223,9205,13,0.666666666666667,1.1963406052076,2.42259641499185,0,0.0703729767769177,0.141227593699077
"53","E02001579","E01007816","E00039589","Rotherham 002A","Rotherham 002","E08000018","Rotherham","",9,2,338,50,1672,6,223,9205,13,2.66272189349112,2.99043062200957,2.42259641499185,0.591715976331361,0.358851674641148,0.141227593699077
"54","E02001579","E01007816","E00039616","Rotherham 002A","Rotherham 002","E08000018","Rotherham","",14,4,325,50,1672,6,223,9205,13,4.30769230769231,2.99043062200957,2.42259641499185,1.23076923076923,0.358851674641148,0.141227593699077
"55","E02001579","E01007821","E00039611","Rotherham 002E","Rotherham 002","E08000018","Rotherham","",5,0,354,26,1608,0,223,9205,13,1.41242937853107,1.61691542288557,2.42259641499185,0,0,0.141227593699077
"56","E02001579","E01007816","E00039613","Rotherham 002A","Rotherham 002","E08000018","Rotherham","",7,0,268,50,1672,6,223,9205,13,2.61194029850746,2.99043062200957,2.42259641499185,0,0.358851674641148,0.141227593699077
"57","E02001579","E01007817","E00039618","Rotherham 002B","Rotherham 002","E08000018","Rotherham","",6,0,277,17,1421,1,223,9205,13,2.16606498194946,1.1963406052076,2.42259641499185,0,0.0703729767769177,0.141227593699077
"58","E02001579","E01007817","E00039614","Rotherham 002B","Rotherham 002","E08000018","Rotherham","",5,1,300,17,1421,1,223,9205,13,1.66666666666667,1.1963406052076,2.42259641499185,0.333333333333333,0.0703729767769177,0.141227593699077
"59","E02001579","E01007816","E00039593","Rotherham 002A","Rotherham 002","E08000018","Rotherham","",11,0,489,50,1672,6,223,9205,13,2.24948875255624,2.99043062200957,2.42259641499185,0,0.358851674641148,0.141227593699077
"60","E02001579","E01007816","E00039586","Rotherham 002A","Rotherham 002","E08000018","Rotherham","",9,0,252,50,1672,6,223,9205,13,3.57142857142857,2.99043062200957,2.42259641499185,0,0.358851674641148,0.141227593699077
"61","E02001579","E01007817","E00039590","Rotherham 002B","Rotherham 002","E08000018","Rotherham","",1,0,232,17,1421,1,223,9205,13,0.431034482758621,1.1963406052076,2.42259641499185,0,0.0703729767769177,0.141227593699077
"62","E02001579","E01007817","E00039591","Rotherham 002B","Rotherham 002","E08000018","Rotherham","",3,0,312,17,1421,1,223,9205,13,0.961538461538462,1.1963406052076,2.42259641499185,0,0.0703729767769177,0.141227593699077
"63","E02001580","E01007798","E00039504","Rotherham 003C","Rotherham 003","E08000018","Rotherham","",0,0,229,20,1261,1,181,8261,20,0,1.58604282315623,2.19101803655732,0,0.0793021411578113,0.242101440503571
"64","E02001580","E01007798","E00039493","Rotherham 003C","Rotherham 003","E08000018","Rotherham","",4,0,241,20,1261,1,181,8261,20,1.6597510373444,1.58604282315623,2.19101803655732,0,0.0793021411578113,0.242101440503571
"65","E02001580","E01007798","E00039503","Rotherham 003C","Rotherham 003","E08000018","Rotherham","",9,0,213,20,1261,1,181,8261,20,4.22535211267606,1.58604282315623,2.19101803655732,0,0.0793021411578113,0.242101440503571
"66","E02001580","E01007796","E00039488","Rotherham 003A","Rotherham 003","E08000018","Rotherham","",1,1,279,17,1156,8,181,8261,20,0.3584229390681,1.47058823529412,2.19101803655732,0.3584229390681,0.69204152249135,0.242101440503571
"67","E02001580","E01007798","E00039509","Rotherham 003C","Rotherham 003","E08000018","Rotherham","",6,1,321,20,1261,1,181,8261,20,1.86915887850467,1.58604282315623,2.19101803655732,0.311526479750779,0.0793021411578113,0.242101440503571
"68","E02001580","E01007798","E00039505","Rotherham 003C","Rotherham 003","E08000018","Rotherham","",1,0,257,20,1261,1,181,8261,20,0.389105058365759,1.58604282315623,2.19101803655732,0,0.0793021411578113,0.242101440503571
"69","E02001580","E01007797","E00039487","Rotherham 003B","Rotherham 003","E08000018","Rotherham","",5,0,413,33,1362,1,181,8261,20,1.21065375302663,2.42290748898678,2.19101803655732,0,0.0734214390602056,0.242101440503571
"70","E02001580","E01007800","E00039492","Rotherham 003E","Rotherham 003","E08000018","Rotherham","",9,0,281,31,1474,0,181,8261,20,3.20284697508897,2.10312075983718,2.19101803655732,0,0,0.242101440503571
"71","E02001580","E01007800","E00039497","Rotherham 003E","Rotherham 003","E08000018","Rotherham","",3,0,209,31,1474,0,181,8261,20,1.43540669856459,2.10312075983718,2.19101803655732,0,0,0.242101440503571
"72","E02001580","E01007800","E00039496","Rotherham 003E","Rotherham 003","E08000018","Rotherham","",1,0,209,31,1474,0,181,8261,20,0.478468899521531,2.10312075983718,2.19101803655732,0,0,0.242101440503571
"73","E02001580","E01007800","E00039495","Rotherham 003E","Rotherham 003","E08000018","Rotherham","",5,0,263,31,1474,0,181,8261,20,1.90114068441065,2.10312075983718,2.19101803655732,0,0,0.242101440503571
"74","E02001580","E01007800","E00039484","Rotherham 003E","Rotherham 003","E08000018","Rotherham","",7,0,264,31,1474,0,181,8261,20,2.65151515151515,2.10312075983718,2.19101803655732,0,0,0.242101440503571
"75","E02001580","E01007800","E00039490","Rotherham 003E","Rotherham 003","E08000018","Rotherham","",6,0,248,31,1474,0,181,8261,20,2.41935483870968,2.10312075983718,2.19101803655732,0,0,0.242101440503571
"76","E02001580","E01007796","E00039489","Rotherham 003A","Rotherham 003","E08000018","Rotherham","",3,0,319,17,1156,8,181,8261,20,0.940438871473354,1.47058823529412,2.19101803655732,0,0.69204152249135,0.242101440503571
"77","E02001580","E01007796","E00039491","Rotherham 003A","Rotherham 003","E08000018","Rotherham","",3,0,179,17,1156,8,181,8261,20,1.67597765363128,1.47058823529412,2.19101803655732,0,0.69204152249135,0.242101440503571
"78","E02001580","E01007796","E00039486","Rotherham 003A","Rotherham 003","E08000018","Rotherham","",10,7,379,17,1156,8,181,8261,20,2.63852242744063,1.47058823529412,2.19101803655732,1.84696569920844,0.69204152249135,0.242101440503571
"79","E02001580","E01007797","E00039475","Rotherham 003B","Rotherham 003","E08000018","Rotherham","",14,0,369,33,1362,1,181,8261,20,3.7940379403794,2.42290748898678,2.19101803655732,0,0.0734214390602056,0.242101440503571
"80","E02001580","E01007797","E00039485","Rotherham 003B","Rotherham 003","E08000018","Rotherham","",8,1,259,33,1362,1,181,8261,20,3.08880308880309,2.42290748898678,2.19101803655732,0.386100386100386,0.0734214390602056,0.242101440503571
"81","E02001580","E01007797","E00039474","Rotherham 003B","Rotherham 003","E08000018","Rotherham","",6,0,321,33,1362,1,181,8261,20,1.86915887850467,2.42290748898678,2.19101803655732,0,0.0734214390602056,0.242101440503571
"82","E02001580","E01007799","E00039494","Rotherham 003D","Rotherham 003","E08000018","Rotherham","",1,0,264,18,1414,4,181,8261,20,0.378787878787879,1.27298444130127,2.19101803655732,0,0.282885431400283,0.242101440503571
"83","E02001580","E01007818","E00039599","Rotherham 003F","Rotherham 003","E08000018","Rotherham","",17,0,308,62,1594,6,181,8261,20,5.51948051948052,3.88958594730238,2.19101803655732,0,0.376411543287327,0.242101440503571
"84","E02001580","E01007818","E00039596","Rotherham 003F","Rotherham 003","E08000018","Rotherham","",10,0,325,62,1594,6,181,8261,20,3.07692307692308,3.88958594730238,2.19101803655732,0,0.376411543287327,0.242101440503571
"85","E02001580","E01007799","E00039498","Rotherham 003D","Rotherham 003","E08000018","Rotherham","",4,1,212,18,1414,4,181,8261,20,1.88679245283019,1.27298444130127,2.19101803655732,0.471698113207547,0.282885431400283,0.242101440503571
"86","E02001580","E01007799","E00039499","Rotherham 003D","Rotherham 003","E08000018","Rotherham","",5,2,344,18,1414,4,181,8261,20,1.45348837209302,1.27298444130127,2.19101803655732,0.581395348837209,0.282885431400283,0.242101440503571
"87","E02001580","E01007799","E00039476","Rotherham 003D","Rotherham 003","E08000018","Rotherham","",5,1,291,18,1414,4,181,8261,20,1.71821305841924,1.27298444130127,2.19101803655732,0.343642611683849,0.282885431400283,0.242101440503571
"88","E02001580","E01007799","E00039500","Rotherham 003D","Rotherham 003","E08000018","Rotherham","",3,0,303,18,1414,4,181,8261,20,0.99009900990099,1.27298444130127,2.19101803655732,0,0.282885431400283,0.242101440503571
"89","E02001580","E01007818","E00039598","Rotherham 003F","Rotherham 003","E08000018","Rotherham","",2,0,327,62,1594,6,181,8261,20,0.611620795107034,3.88958594730238,2.19101803655732,0,0.376411543287327,0.242101440503571
"90","E02001580","E01007818","E00039600","Rotherham 003F","Rotherham 003","E08000018","Rotherham","",8,0,317,62,1594,6,181,8261,20,2.52365930599369,3.88958594730238,2.19101803655732,0,0.376411543287327,0.242101440503571
"91","E02001580","E01007818","E00039597","Rotherham 003F","Rotherham 003","E08000018","Rotherham","",25,6,317,62,1594,6,181,8261,20,7.88643533123028,3.88958594730238,2.19101803655732,1.89274447949527,0.376411543287327,0.242101440503571
"92","E02001581","E01007795","E00039483","Rotherham 004D","Rotherham 004","E08000018","Rotherham","",2,0,410,15,1439,1,94,5854,12,0.48780487804878,1.04239054899236,1.6057396651862,0,0.0694927032661571,0.204988042364195
"93","E02001581","E01007795","E00039480","Rotherham 004D","Rotherham 004","E08000018","Rotherham","",3,1,213,15,1439,1,94,5854,12,1.40845070422535,1.04239054899236,1.6057396651862,0.469483568075117,0.0694927032661571,0.204988042364195
"94","E02001581","E01007777","E00039378","Rotherham 004A","Rotherham 004","E08000018","Rotherham","",1,0,295,26,1616,0,94,5854,12,0.338983050847458,1.60891089108911,1.6057396651862,0,0,0.204988042364195
"95","E02001581","E01007795","E00039482","Rotherham 004D","Rotherham 004","E08000018","Rotherham","",3,0,201,15,1439,1,94,5854,12,1.49253731343284,1.04239054899236,1.6057396651862,0,0.0694927032661571,0.204988042364195
"96","E02001581","E01007777","E00039374","Rotherham 004A","Rotherham 004","E08000018","Rotherham","",5,0,422,26,1616,0,94,5854,12,1.18483412322275,1.60891089108911,1.6057396651862,0,0,0.204988042364195
"97","E02001581","E01007795","E00039481","Rotherham 004D","Rotherham 004","E08000018","Rotherham","",3,0,230,15,1439,1,94,5854,12,1.30434782608696,1.04239054899236,1.6057396651862,0,0.0694927032661571,0.204988042364195
"98","E02001581","E01007795","E00039473","Rotherham 004D","Rotherham 004","E08000018","Rotherham","",4,0,385,15,1439,1,94,5854,12,1.03896103896104,1.04239054899236,1.6057396651862,0,0.0694927032661571,0.204988042364195
"99","E02001581","E01007793","E00039508","Rotherham 004B","Rotherham 004","E08000018","Rotherham","",8,0,252,15,1366,0,94,5854,12,3.17460317460317,1.09809663250366,1.6057396651862,0,0,0.204988042364195
"100","E02001581","E01007794","E00039501","Rotherham 004C","Rotherham 004","E08000018","Rotherham","",3,1,334,38,1433,11,94,5854,12,0.898203592814371,2.65177948360084,1.6057396651862,0.29940119760479,0.767620376831821,0.204988042364195
"101","E02001581","E01007793","E00039502","Rotherham 004B","Rotherham 004","E08000018","Rotherham","",1,0,226,15,1366,0,94,5854,12,0.442477876106195,1.09809663250366,1.6057396651862,0,0,0.204988042364195
"102","E02001581","E01007793","E00039478","Rotherham 004B","Rotherham 004","E08000018","Rotherham","",1,0,234,15,1366,0,94,5854,12,0.427350427350427,1.09809663250366,1.6057396651862,0,0,0.204988042364195
"103","E02001581","E01007777","E00039376","Rotherham 004A","Rotherham 004","E08000018","Rotherham","",3,0,202,26,1616,0,94,5854,12,1.48514851485149,1.60891089108911,1.6057396651862,0,0,0.204988042364195
"104","E02001581","E01007793","E00039506","Rotherham 004B","Rotherham 004","E08000018","Rotherham","",0,0,299,15,1366,0,94,5854,12,0,1.09809663250366,1.6057396651862,0,0,0.204988042364195
"105","E02001581","E01007794","E00039479","Rotherham 004C","Rotherham 004","E08000018","Rotherham","",13,0,284,38,1433,11,94,5854,12,4.57746478873239,2.65177948360084,1.6057396651862,0,0.767620376831821,0.204988042364195
"106","E02001581","E01007793","E00039472","Rotherham 004B","Rotherham 004","E08000018","Rotherham","",5,0,355,15,1366,0,94,5854,12,1.40845070422535,1.09809663250366,1.6057396651862,0,0,0.204988042364195
"107","E02001581","E01007777","E00039375","Rotherham 004A","Rotherham 004","E08000018","Rotherham","",9,0,257,26,1616,0,94,5854,12,3.50194552529183,1.60891089108911,1.6057396651862,0,0,0.204988042364195
"108","E02001581","E01007794","E00039477","Rotherham 004C","Rotherham 004","E08000018","Rotherham","",11,1,514,38,1433,11,94,5854,12,2.14007782101167,2.65177948360084,1.6057396651862,0.194552529182879,0.767620376831821,0.204988042364195
"109","E02001581","E01007794","E00039507","Rotherham 004C","Rotherham 004","E08000018","Rotherham","",11,9,301,38,1433,11,94,5854,12,3.65448504983389,2.65177948360084,1.6057396651862,2.99003322259136,0.767620376831821,0.204988042364195
"110","E02001581","E01007777","E00039365","Rotherham 004A","Rotherham 004","E08000018","Rotherham","",8,0,440,26,1616,0,94,5854,12,1.81818181818182,1.60891089108911,1.6057396651862,0,0,0.204988042364195
"111","E02001582","E01007782","E00039433","Rotherham 005E","Rotherham 005","E08000018","Rotherham","",20,2,387,42,1495,9,155,7216,40,5.16795865633075,2.80936454849498,2.1480044345898,0.516795865633075,0.602006688963211,0.554323725055432
"112","E02001582","E01007782","E00039432","Rotherham 005E","Rotherham 005","E08000018","Rotherham","",1,0,218,42,1495,9,155,7216,40,0.458715596330275,2.80936454849498,2.1480044345898,0,0.602006688963211,0.554323725055432
"113","E02001582","E01007780","E00039428","Rotherham 005C","Rotherham 005","E08000018","Rotherham","",12,8,291,28,1414,15,155,7216,40,4.12371134020619,1.98019801980198,2.1480044345898,2.74914089347079,1.06082036775106,0.554323725055432
"114","E02001582","E01007780","E00168790","Rotherham 005C","Rotherham 005","E08000018","Rotherham","",1,0,345,28,1414,15,155,7216,40,0.289855072463768,1.98019801980198,2.1480044345898,0,1.06082036775106,0.554323725055432
"115","E02001582","E01007782","E00039431","Rotherham 005E","Rotherham 005","E08000018","Rotherham","",3,2,278,42,1495,9,155,7216,40,1.07913669064748,2.80936454849498,2.1480044345898,0.719424460431655,0.602006688963211,0.554323725055432
"116","E02001582","E01007779","E00039412","Rotherham 005B","Rotherham 005","E08000018","Rotherham","",14,1,297,42,1257,6,155,7216,40,4.71380471380471,3.34128878281623,2.1480044345898,0.336700336700337,0.477326968973747,0.554323725055432
"117","E02001582","E01007780","E00039414","Rotherham 005C","Rotherham 005","E08000018","Rotherham","",1,0,308,28,1414,15,155,7216,40,0.324675324675325,1.98019801980198,2.1480044345898,0,1.06082036775106,0.554323725055432
"118","E02001582","E01007781","E00039427","Rotherham 005D","Rotherham 005","E08000018","Rotherham","",2,0,226,19,1524,7,155,7216,40,0.884955752212389,1.24671916010499,2.1480044345898,0,0.459317585301837,0.554323725055432
"119","E02001582","E01007780","E00039425","Rotherham 005C","Rotherham 005","E08000018","Rotherham","",10,7,262,28,1414,15,155,7216,40,3.81679389312977,1.98019801980198,2.1480044345898,2.67175572519084,1.06082036775106,0.554323725055432
"120","E02001582","E01007779","E00039419","Rotherham 005B","Rotherham 005","E08000018","Rotherham","",13,4,281,42,1257,6,155,7216,40,4.62633451957295,3.34128878281623,2.1480044345898,1.42348754448399,0.477326968973747,0.554323725055432
"121","E02001582","E01007780","E00039417","Rotherham 005C","Rotherham 005","E08000018","Rotherham","",4,0,208,28,1414,15,155,7216,40,1.92307692307692,1.98019801980198,2.1480044345898,0,1.06082036775106,0.554323725055432
"122","E02001582","E01007781","E00039430","Rotherham 005D","Rotherham 005","E08000018","Rotherham","",3,1,282,19,1524,7,155,7216,40,1.06382978723404,1.24671916010499,2.1480044345898,0.354609929078014,0.459317585301837,0.554323725055432
"123","E02001582","E01007779","E00039413","Rotherham 005B","Rotherham 005","E08000018","Rotherham","",2,1,249,42,1257,6,155,7216,40,0.803212851405622,3.34128878281623,2.1480044345898,0.401606425702811,0.477326968973747,0.554323725055432
"124","E02001582","E01007781","E00039423","Rotherham 005D","Rotherham 005","E08000018","Rotherham","",1,0,172,19,1524,7,155,7216,40,0.581395348837209,1.24671916010499,2.1480044345898,0,0.459317585301837,0.554323725055432
"125","E02001582","E01007778","E00039411","Rotherham 005A","Rotherham 005","E08000018","Rotherham","",5,0,443,24,1526,3,155,7216,40,1.12866817155756,1.57273918741809,2.1480044345898,0,0.196592398427261,0.554323725055432
