LSOAcode,Anti-social behaviour,Burglary,Criminal damage and arson,Drugs,Other crime,Other theft,Public disorder and weapons,Robbery,Shoplifting,Vehicle crime,Violent crime,allCrimePer1000Pop,allCrimePer1000Pop_ExclASB
E01007446,56.92883895131086,10.486891385767791,4.49438202247191,1.4981273408239701,35.95505617977528,7.49063670411985,1.4981273408239701,NA,0.7490636704119851,7.49063670411985,15.730337078651687,142.32209737827716,85.3932584269663
E01007447,47.27979274611399,13.601036269430052,3.8860103626943006,0.6476683937823834,24.611398963730572,1.2953367875647668,1.2953367875647668,NA,NA,4.533678756476683,9.067357512953366,106.21761658031089,58.93782383419689
E01007448,14.429109159347552,17.565872020075282,5.018820577164366,1.8820577164366374,36.38644918444166,4.391468005018821,0.6273525721455457,NA,9.410288582183187,9.410288582183187,9.410288582183187,108.53199498117942,94.10288582183188
E01007449,27.11864406779661,7.344632768361582,3.9548022598870056,1.1299435028248588,24.293785310734464,1.694915254237288,NA,0.5649717514124294,0.5649717514124294,7.909604519774011,5.084745762711864,79.66101694915254,52.54237288135593
E01007450,54.74934036939314,14.511873350923484,6.596306068601583,0.6596306068601583,21.108179419525065,1.3192612137203166,1.3192612137203166,0.6596306068601583,0.6596306068601583,12.532981530343008,5.277044854881266,119.39313984168865,64.64379947229551
E01007451,25.700934579439252,5.257009345794392,8.761682242990654,4.0887850467289715,29.205607476635514,9.345794392523365,1.1682242990654206,NA,1.7523364485981308,6.425233644859813,12.266355140186915,103.97196261682242,78.27102803738318
E01007452,7.717041800643087,10.289389067524116,3.215434083601286,0.6430868167202572,9.0032154340836,1.2861736334405145,1.2861736334405145,NA,0.6430868167202572,9.64630225080386,3.215434083601286,46.945337620578776,39.22829581993569
E01007453,22.464698331193837,10.911424903722722,5.7766367137355585,0.6418485237483953,24.390243902439025,1.925545571245186,0.6418485237483953,NA,0.6418485237483953,5.134788189987162,7.060333761232349,79.58921694480102,57.12451861360719
E01007455,10.309278350515465,3.681885125184094,1.4727540500736376,NA,20.61855670103093,3.681885125184094,NA,NA,NA,2.945508100147275,3.681885125184094,46.391752577319586,36.08247422680412
E01007456,55.80865603644647,1.7084282460136675,0.5694760820045558,0.5694760820045558,7.403189066059226,1.7084282460136675,0.5694760820045558,0.5694760820045558,NA,6.264236902050114,1.1389521640091116,76.30979498861048,20.50113895216401
