"","LSOA11CD","OA11CD","LSOA11NM","nonUK","nonUKZoneProp.oa","Country of Birth: All categories: Country of birth","nonUK.lsoa","Country of Birth: All categories: Country of birth.lsoa","nonUKZoneProp.lsoa"
"652","E01007784","E00039409","Rotherham 008D",19,4.05117270788913,469,95,1761,5.3946621237933
"653","E01007785","E00039457","Rotherham 029C",9,2.85714285714286,315,27,1351,1.99851961509993
"654","E01007785","E00039439","Rotherham 029C",6,1.63934426229508,366,27,1351,1.99851961509993
"655","E01007785","E00039454","Rotherham 029C",8,1.86480186480186,429,27,1351,1.99851961509993
"656","E01007785","E00039442","Rotherham 029C",4,1.6597510373444,241,27,1351,1.99851961509993
"657","E01007786","E00039452","Rotherham 029D",4,1.14285714285714,350,19,1208,1.57284768211921
"658","E01007786","E00039459","Rotherham 029D",6,2.20588235294118,272,19,1208,1.57284768211921
"659","E01007786","E00039456","Rotherham 029D",9,3.15789473684211,285,19,1208,1.57284768211921
"660","E01007786","E00039458","Rotherham 029D",0,0,301,19,1208,1.57284768211921
"661","E01007787","E00168775","Rotherham 028A",13,4.49826989619377,289,113,2769,4.0808956301914
"662","E01007787","E00039466","Rotherham 028A",12,5.17241379310345,232,113,2769,4.0808956301914
"663","E01007787","E00039468","Rotherham 028A",13,4.81481481481481,270,113,2769,4.0808956301914
"664","E01007787","E00039469","Rotherham 028A",14,4.44444444444444,315,113,2769,4.0808956301914
"665","E01007787","E00039471","Rotherham 028A",16,4.23280423280423,378,113,2769,4.0808956301914
"666","E01007787","E00168776","Rotherham 028A",16,5.6140350877193,285,113,2769,4.0808956301914
"667","E01007787","E00168774","Rotherham 028A",10,3.77358490566038,265,113,2769,4.0808956301914
"668","E01007787","E00039464","Rotherham 028A",1,0.757575757575758,132,113,2769,4.0808956301914
"669","E01007787","E00168777","Rotherham 028A",14,4.81099656357388,291,113,2769,4.0808956301914
"670","E01007787","E00168773","Rotherham 028A",4,1.28205128205128,312,113,2769,4.0808956301914
"671","E01007788","E00039460","Rotherham 028B",6,1.6,375,26,1501,1.73217854763491
"672","E01007788","E00039461","Rotherham 028B",3,1.05633802816901,284,26,1501,1.73217854763491
"673","E01007788","E00039462","Rotherham 028B",6,1.89274447949527,317,26,1501,1.73217854763491
"674","E01007788","E00039463","Rotherham 028B",7,2.34113712374582,299,26,1501,1.73217854763491
"675","E01007788","E00039465","Rotherham 028B",4,1.76991150442478,226,26,1501,1.73217854763491
"676","E01007789","E00039470","Rotherham 028C",5,1.79856115107914,278,45,1617,2.78293135435993
"677","E01007789","E00039444","Rotherham 028C",11,3.19767441860465,344,45,1617,2.78293135435993
"678","E01007789","E00039434","Rotherham 028C",15,4.51807228915663,332,45,1617,2.78293135435993
"679","E01007789","E00039435","Rotherham 028C",2,0.743494423791822,269,45,1617,2.78293135435993
"680","E01007789","E00039445","Rotherham 028C",12,3.04568527918782,394,45,1617,2.78293135435993
"681","E01007790","E00039446","Rotherham 029E",16,3.6697247706422,436,56,1485,3.77104377104377
"682","E01007790","E00039451","Rotherham 029E",16,7.17488789237668,223,56,1485,3.77104377104377
"683","E01007790","E00039449","Rotherham 029E",13,4.81481481481481,270,56,1485,3.77104377104377
"684","E01007790","E00039436","Rotherham 029E",6,2.04081632653061,294,56,1485,3.77104377104377
"685","E01007790","E00039443","Rotherham 029E",5,1.90839694656489,262,56,1485,3.77104377104377
"686","E01007791","E00039450","Rotherham 029F",6,2.26415094339623,265,41,1371,2.99051787016776
"687","E01007791","E00039455","Rotherham 029F",3,1.18577075098814,253,41,1371,2.99051787016776
"688","E01007791","E00039447","Rotherham 029F",10,3.6101083032491,277,41,1371,2.99051787016776
"689","E01007791","E00039440","Rotherham 029F",15,6.49350649350649,231,41,1371,2.99051787016776
"690","E01007791","E00039441","Rotherham 029F",7,2.02898550724638,345,41,1371,2.99051787016776
"691","E01007792","E00039448","Rotherham 028D",2,0.749063670411985,267,25,1347,1.85597624350408
"692","E01007792","E00039438","Rotherham 028D",10,2.89855072463768,345,25,1347,1.85597624350408
"693","E01007792","E00039437","Rotherham 028D",5,1.14678899082569,436,25,1347,1.85597624350408
"694","E01007792","E00039453","Rotherham 028D",8,2.67558528428094,299,25,1347,1.85597624350408
"695","E01007793","E00039506","Rotherham 004B",4,1.33779264214047,299,14,1366,1.02489019033675
"696","E01007793","E00039472","Rotherham 004B",1,0.28169014084507,355,14,1366,1.02489019033675
"697","E01007793","E00039502","Rotherham 004B",1,0.442477876106195,226,14,1366,1.02489019033675
"698","E01007793","E00039478","Rotherham 004B",5,2.13675213675214,234,14,1366,1.02489019033675
"699","E01007793","E00039508","Rotherham 004B",3,1.19047619047619,252,14,1366,1.02489019033675
"700","E01007794","E00039507","Rotherham 004C",10,3.32225913621263,301,31,1433,2.16329378925331
"701","E01007794","E00039479","Rotherham 004C",5,1.76056338028169,284,31,1433,2.16329378925331
"702","E01007794","E00039477","Rotherham 004C",10,1.94552529182879,514,31,1433,2.16329378925331
"703","E01007794","E00039501","Rotherham 004C",6,1.79640718562874,334,31,1433,2.16329378925331
"704","E01007795","E00039481","Rotherham 004D",2,0.869565217391304,230,15,1439,1.04239054899236
"705","E01007795","E00039480","Rotherham 004D",4,1.87793427230047,213,15,1439,1.04239054899236
"706","E01007795","E00039473","Rotherham 004D",4,1.03896103896104,385,15,1439,1.04239054899236
"707","E01007795","E00039483","Rotherham 004D",2,0.48780487804878,410,15,1439,1.04239054899236
"708","E01007795","E00039482","Rotherham 004D",3,1.49253731343284,201,15,1439,1.04239054899236
"709","E01007796","E00039488","Rotherham 003A",1,0.3584229390681,279,8,1156,0.69204152249135
"710","E01007796","E00039489","Rotherham 003A",1,0.313479623824451,319,8,1156,0.69204152249135
"711","E01007796","E00039491","Rotherham 003A",3,1.67597765363128,179,8,1156,0.69204152249135
"712","E01007796","E00039486","Rotherham 003A",3,0.79155672823219,379,8,1156,0.69204152249135
"713","E01007797","E00039475","Rotherham 003B",13,3.5230352303523,369,32,1362,2.34948604992658
"714","E01007797","E00039485","Rotherham 003B",6,2.31660231660232,259,32,1362,2.34948604992658
"715","E01007797","E00039474","Rotherham 003B",4,1.24610591900312,321,32,1362,2.34948604992658
"716","E01007797","E00039487","Rotherham 003B",9,2.17917675544794,413,32,1362,2.34948604992658
"717","E01007798","E00039504","Rotherham 003C",2,0.873362445414847,229,18,1261,1.4274385408406
"718","E01007798","E00039493","Rotherham 003C",1,0.4149377593361,241,18,1261,1.4274385408406
"719","E01007798","E00039509","Rotherham 003C",7,2.18068535825545,321,18,1261,1.4274385408406
"720","E01007798","E00039505","Rotherham 003C",1,0.389105058365759,257,18,1261,1.4274385408406
"721","E01007798","E00039503","Rotherham 003C",7,3.28638497652582,213,18,1261,1.4274385408406
"722","E01007799","E00039498","Rotherham 003D",6,2.83018867924528,212,22,1414,1.55586987270156
"723","E01007799","E00039499","Rotherham 003D",6,1.74418604651163,344,22,1414,1.55586987270156
"724","E01007799","E00039476","Rotherham 003D",8,2.74914089347079,291,22,1414,1.55586987270156
"725","E01007799","E00039500","Rotherham 003D",1,0.33003300330033,303,22,1414,1.55586987270156
"726","E01007799","E00039494","Rotherham 003D",1,0.378787878787879,264,22,1414,1.55586987270156
"727","E01007800","E00039492","Rotherham 003E",8,2.84697508896797,281,50,1474,3.3921302578019
"728","E01007800","E00039497","Rotherham 003E",2,0.956937799043062,209,50,1474,3.3921302578019
"729","E01007800","E00039496","Rotherham 003E",4,1.91387559808612,209,50,1474,3.3921302578019
"730","E01007800","E00039495","Rotherham 003E",20,7.60456273764259,263,50,1474,3.3921302578019
"731","E01007800","E00039484","Rotherham 003E",11,4.16666666666667,264,50,1474,3.3921302578019
"732","E01007800","E00039490","Rotherham 003E",5,2.01612903225806,248,50,1474,3.3921302578019
"733","E01007801","E00039521","Rotherham 007B",5,1.96078431372549,255,29,1491,1.94500335345406
"734","E01007801","E00039544","Rotherham 007B",8,2.74914089347079,291,29,1491,1.94500335345406
"735","E01007801","E00168787","Rotherham 007B",2,1.25,160,29,1491,1.94500335345406
"736","E01007801","E00168785","Rotherham 007B",5,2.31481481481481,216,29,1491,1.94500335345406
"737","E01007801","E00039510","Rotherham 007B",7,2.23642172523962,313,29,1491,1.94500335345406
"738","E01007801","E00168788","Rotherham 007B",2,0.78125,256,29,1491,1.94500335345406
"739","E01007802","E00039539","Rotherham 007C",4,1.13636363636364,352,23,1330,1.72932330827068
"740","E01007802","E00039541","Rotherham 007C",5,1.48367952522255,337,23,1330,1.72932330827068
"741","E01007802","E00039517","Rotherham 007C",4,1.2012012012012,333,23,1330,1.72932330827068
"742","E01007802","E00039518","Rotherham 007C",10,3.24675324675325,308,23,1330,1.72932330827068
"743","E01007803","E00039542","Rotherham 007D",4,1.16618075801749,343,19,1337,1.42109199700823
"744","E01007803","E00039511","Rotherham 007D",5,1.69491525423729,295,19,1337,1.42109199700823
"745","E01007803","E00039543","Rotherham 007D",6,1.75438596491228,342,19,1337,1.42109199700823
"746","E01007803","E00039545","Rotherham 007D",4,1.12044817927171,357,19,1337,1.42109199700823
"747","E01007804","E00039525","Rotherham 011B",11,3.54838709677419,310,44,1436,3.06406685236769
"748","E01007804","E00039519","Rotherham 011B",14,4.9645390070922,282,44,1436,3.06406685236769
"749","E01007804","E00039526","Rotherham 011B",5,1.8450184501845,271,44,1436,3.06406685236769
"750","E01007804","E00039529","Rotherham 011B",9,3.47490347490348,259,44,1436,3.06406685236769
"751","E01007804","E00039520","Rotherham 011B",5,1.59235668789809,314,44,1436,3.06406685236769
"752","E01007805","E00039512","Rotherham 011C",4,1.52671755725191,262,31,1430,2.16783216783217
"753","E01007805","E00039522","Rotherham 011C",3,1.06007067137809,283,31,1430,2.16783216783217
"754","E01007805","E00039523","Rotherham 011C",10,3.27868852459016,305,31,1430,2.16783216783217
"755","E01007805","E00039528","Rotherham 011C",7,2.89256198347107,242,31,1430,2.16783216783217
"756","E01007805","E00039513","Rotherham 011C",7,2.07100591715976,338,31,1430,2.16783216783217
"757","E01007806","E00039536","Rotherham 011D",8,3.03030303030303,264,55,1304,4.21779141104294
"758","E01007806","E00039530","Rotherham 011D",14,4.5016077170418,311,55,1304,4.21779141104294
"759","E01007806","E00039524","Rotherham 011D",19,4.4392523364486,428,55,1304,4.21779141104294
"760","E01007806","E00039533","Rotherham 011D",14,4.65116279069767,301,55,1304,4.21779141104294
"761","E01007807","E00039534","Rotherham 011E",3,1.11940298507463,268,25,1448,1.72651933701657
"762","E01007807","E00039514","Rotherham 011E",7,2.15384615384615,325,25,1448,1.72651933701657
"763","E01007807","E00039531","Rotherham 011E",8,2.85714285714286,280,25,1448,1.72651933701657
"764","E01007807","E00039532","Rotherham 011E",3,1,300,25,1448,1.72651933701657
"765","E01007807","E00039535","Rotherham 011E",4,1.45454545454545,275,25,1448,1.72651933701657
"766","E01007808","E00039515","Rotherham 007E",8,2.73037542662116,293,28,1469,1.90605854322668
"767","E01007808","E00039537","Rotherham 007E",3,1.0989010989011,273,28,1469,1.90605854322668
"768","E01007808","E00039538","Rotherham 007E",3,0.986842105263158,304,28,1469,1.90605854322668
"769","E01007808","E00039516","Rotherham 007E",7,2.32558139534884,301,28,1469,1.90605854322668
"770","E01007808","E00039540","Rotherham 007E",7,2.3489932885906,298,28,1469,1.90605854322668
"771","E01007809","E00039553","Rotherham 026B",3,1.12359550561798,267,33,1553,2.1249195106246
"772","E01007809","E00039552","Rotherham 026B",2,0.75187969924812,266,33,1553,2.1249195106246
"773","E01007809","E00039561","Rotherham 026B",7,2.72373540856031,257,33,1553,2.1249195106246
"774","E01007809","E00039563","Rotherham 026B",5,1.86567164179104,268,33,1553,2.1249195106246
"775","E01007809","E00039555","Rotherham 026B",8,3.52422907488987,227,33,1553,2.1249195106246
"776","E01007809","E00039548","Rotherham 026B",8,2.98507462686567,268,33,1553,2.1249195106246
"777","E01007810","E00039551","Rotherham 026C",3,1.21951219512195,246,33,1958,1.68539325842697
"778","E01007810","E00039562","Rotherham 026C",4,1.26182965299685,317,33,1958,1.68539325842697
"779","E01007810","E00039549","Rotherham 026C",0,0,330,33,1958,1.68539325842697
"780","E01007810","E00039546","Rotherham 026C",3,1.14503816793893,262,33,1958,1.68539325842697
"781","E01007810","E00039550","Rotherham 026C",5,1.8450184501845,271,33,1958,1.68539325842697
"782","E01007810","E00039558","Rotherham 026C",18,3.38345864661654,532,33,1958,1.68539325842697
"783","E01007811","E00039567","Rotherham 024A",14,4.91228070175439,285,63,1358,4.63917525773196
"784","E01007811","E00039570","Rotherham 024A",16,5.59440559440559,286,63,1358,4.63917525773196
"785","E01007811","E00039571","Rotherham 024A",9,3.515625,256,63,1358,4.63917525773196
"786","E01007811","E00039582","Rotherham 024A",6,2.37154150197628,253,63,1358,4.63917525773196
"787","E01007811","E00039569","Rotherham 024A",18,6.47482014388489,278,63,1358,4.63917525773196
"788","E01007812","E00039575","Rotherham 024B",20,7.96812749003984,251,61,1241,4.91539081385979
"789","E01007812","E00039576","Rotherham 024B",8,3.26530612244898,245,61,1241,4.91539081385979
"790","E01007812","E00039566","Rotherham 024B",11,4.08921933085502,269,61,1241,4.91539081385979
"791","E01007812","E00039572","Rotherham 024B",15,5.01672240802676,299,61,1241,4.91539081385979
"792","E01007812","E00039574","Rotherham 024B",7,3.95480225988701,177,61,1241,4.91539081385979
"793","E01007813","E00039578","Rotherham 024C",5,1.61290322580645,310,54,1331,4.05709992486852
"794","E01007813","E00039565","Rotherham 024C",0,0,293,54,1331,4.05709992486852
"795","E01007813","E00039579","Rotherham 024C",37,14.0684410646388,263,54,1331,4.05709992486852
"796","E01007813","E00039573","Rotherham 024C",5,2.22222222222222,225,54,1331,4.05709992486852
"797","E01007813","E00039577","Rotherham 024C",7,2.91666666666667,240,54,1331,4.05709992486852
"798","E01007814","E00039581","Rotherham 024D",13,4,325,27,1112,2.42805755395683
"799","E01007814","E00039564","Rotherham 024D",6,1.76470588235294,340,27,1112,2.42805755395683
"800","E01007814","E00039580","Rotherham 024D",2,0.757575757575758,264,27,1112,2.42805755395683
"801","E01007814","E00039568","Rotherham 024D",6,3.27868852459016,183,27,1112,2.42805755395683
"802","E01007815","E00039560","Rotherham 026D",8,2.27272727272727,352,33,1715,1.92419825072886
"803","E01007815","E00039556","Rotherham 026D",2,0.740740740740741,270,33,1715,1.92419825072886
"804","E01007815","E00039559","Rotherham 026D",3,0.867052023121387,346,33,1715,1.92419825072886
"805","E01007815","E00039557","Rotherham 026D",10,3.46020761245675,289,33,1715,1.92419825072886
"806","E01007815","E00039547","Rotherham 026D",10,2.88184438040346,347,33,1715,1.92419825072886
"807","E01007815","E00039554","Rotherham 026D",0,0,111,33,1715,1.92419825072886
"808","E01007816","E00039613","Rotherham 002A",5,1.86567164179104,268,38,1672,2.27272727272727
"809","E01007816","E00039589","Rotherham 002A",9,2.66272189349112,338,38,1672,2.27272727272727
"810","E01007816","E00039616","Rotherham 002A",10,3.07692307692308,325,38,1672,2.27272727272727
"811","E01007816","E00039593","Rotherham 002A",7,1.43149284253579,489,38,1672,2.27272727272727
"812","E01007816","E00039586","Rotherham 002A",7,2.77777777777778,252,38,1672,2.27272727272727
"813","E01007817","E00039618","Rotherham 002B",5,1.80505415162455,277,21,1421,1.47783251231527
"814","E01007817","E00039614","Rotherham 002B",5,1.66666666666667,300,21,1421,1.47783251231527
"815","E01007817","E00039590","Rotherham 002B",4,1.72413793103448,232,21,1421,1.47783251231527
"816","E01007817","E00039591","Rotherham 002B",3,0.961538461538462,312,21,1421,1.47783251231527
"817","E01007817","E00039615","Rotherham 002B",4,1.33333333333333,300,21,1421,1.47783251231527
"818","E01007818","E00039596","Rotherham 003F",7,2.15384615384615,325,47,1594,2.94855708908407
"819","E01007818","E00039598","Rotherham 003F",2,0.611620795107034,327,47,1594,2.94855708908407
"820","E01007818","E00039600","Rotherham 003F",9,2.8391167192429,317,47,1594,2.94855708908407
"821","E01007818","E00039597","Rotherham 003F",15,4.73186119873817,317,47,1594,2.94855708908407
"822","E01007818","E00039599","Rotherham 003F",14,4.54545454545455,308,47,1594,2.94855708908407
"823","E01007819","E00039587","Rotherham 002C",5,1.96850393700787,254,44,1481,2.97096556380824
"824","E01007819","E00039584","Rotherham 002C",2,0.647249190938511,309,44,1481,2.97096556380824
"825","E01007819","E00039592","Rotherham 002C",10,3.24675324675325,308,44,1481,2.97096556380824
"826","E01007819","E00039594","Rotherham 002C",5,1.71232876712329,292,44,1481,2.97096556380824
"827","E01007819","E00039595","Rotherham 002C",22,6.91823899371069,318,44,1481,2.97096556380824
"828","E01007820","E00039601","Rotherham 002D",17,5.08982035928144,334,34,1483,2.29265003371544
"829","E01007820","E00039588","Rotherham 002D",3,0.946372239747634,317,34,1483,2.29265003371544
"830","E01007820","E00039609","Rotherham 002D",6,1.95439739413681,307,34,1483,2.29265003371544
"831","E01007820","E00039608","Rotherham 002D",5,1.96850393700787,254,34,1483,2.29265003371544
"832","E01007820","E00039606","Rotherham 002D",3,1.1070110701107,271,34,1483,2.29265003371544
"833","E01007821","E00039605","Rotherham 002E",3,1.42857142857143,210,45,1608,2.79850746268657
"834","E01007821","E00039611","Rotherham 002E",10,2.82485875706215,354,45,1608,2.79850746268657
"835","E01007821","E00039585","Rotherham 002E",7,1.67865707434053,417,45,1608,2.79850746268657
"836","E01007821","E00039610","Rotherham 002E",12,4.21052631578947,285,45,1608,2.79850746268657
"837","E01007821","E00039617","Rotherham 002E",13,3.80116959064327,342,45,1608,2.79850746268657
"838","E01007822","E00039602","Rotherham 002F",5,1.60771704180064,311,65,1540,4.22077922077922
"839","E01007822","E00039603","Rotherham 002F",9,4.78723404255319,188,65,1540,4.22077922077922
"840","E01007822","E00039612","Rotherham 002F",12,3.77358490566038,318,65,1540,4.22077922077922
"841","E01007822","E00039583","Rotherham 002F",14,5.10948905109489,274,65,1540,4.22077922077922
"842","E01007822","E00039607","Rotherham 002F",21,8.50202429149797,247,65,1540,4.22077922077922
"843","E01007822","E00039604","Rotherham 002F",4,1.98019801980198,202,65,1540,4.22077922077922
"844","E01007823","E00039661","Sheffield 069A",9,3.50194552529183,257,80,1658,4.82509047044632
"845","E01007823","E00039654","Sheffield 069A",10,3.26797385620915,306,80,1658,4.82509047044632
"846","E01007823","E00039648","Sheffield 069A",19,6.76156583629893,281,80,1658,4.82509047044632
"847","E01007823","E00039663","Sheffield 069A",11,3.9426523297491,279,80,1658,4.82509047044632
"848","E01007823","E00039659","Sheffield 069A",13,4.11392405063291,316,80,1658,4.82509047044632
"849","E01007823","E00039665","Sheffield 069A",18,8.21917808219178,219,80,1658,4.82509047044632
"850","E01007824","E00039651","Sheffield 066A",14,3.43980343980344,407,49,1393,3.51758793969849
"851","E01007824","E00039655","Sheffield 066A",15,4.51807228915663,332,49,1393,3.51758793969849
"852","E01007824","E00039656","Sheffield 066A",1,0.31055900621118,322,49,1393,3.51758793969849
"853","E01007824","E00039650","Sheffield 066A",19,5.72289156626506,332,49,1393,3.51758793969849
"854","E01007825","E00039621","Sheffield 066B",17,5.02958579881657,338,56,1457,3.84351407000686
"855","E01007825","E00039644","Sheffield 066B",7,3.04347826086957,230,56,1457,3.84351407000686
"856","E01007825","E00039641","Sheffield 066B",14,5.14705882352941,272,56,1457,3.84351407000686
"857","E01007825","E00039643","Sheffield 066B",13,3.92749244712991,331,56,1457,3.84351407000686
"858","E01007825","E00039642","Sheffield 066B",5,1.74825174825175,286,56,1457,3.84351407000686
"859","E01007826","E00039664","Sheffield 066C",10,3.55871886120996,281,33,1526,2.16251638269987
"860","E01007826","E00039623","Sheffield 066C",3,0.961538461538462,312,33,1526,2.16251638269987
"861","E01007826","E00039658","Sheffield 066C",8,2.56410256410256,312,33,1526,2.16251638269987
"862","E01007826","E00039660","Sheffield 066C",8,2.1505376344086,372,33,1526,2.16251638269987
"863","E01007826","E00039662","Sheffield 066C",4,1.60642570281124,249,33,1526,2.16251638269987
"864","E01007827","E00039635","Sheffield 064A",10,3.63636363636364,275,40,1504,2.65957446808511
"865","E01007827","E00039678","Sheffield 064A",4,1.42857142857143,280,40,1504,2.65957446808511
"866","E01007827","E00039669","Sheffield 064A",6,2.07612456747405,289,40,1504,2.65957446808511
"867","E01007827","E00039634","Sheffield 064A",6,2.06896551724138,290,40,1504,2.65957446808511
"868","E01007827","E00039675","Sheffield 064A",14,3.78378378378378,370,40,1504,2.65957446808511
"869","E01007828","E00039674","Sheffield 059A",10,3.46020761245675,289,109,1710,6.37426900584795
"870","E01007828","E00039682","Sheffield 059A",11,4.47154471544715,246,109,1710,6.37426900584795
"871","E01007828","E00039677","Sheffield 059A",28,10.2189781021898,274,109,1710,6.37426900584795
"872","E01007828","E00039673","Sheffield 059A",23,6.13333333333333,375,109,1710,6.37426900584795
"873","E01007828","E00039681","Sheffield 059A",22,8.05860805860806,273,109,1710,6.37426900584795
"874","E01007828","E00039676","Sheffield 059A",15,5.92885375494071,253,109,1710,6.37426900584795
"875","E01007829","E00039626","Sheffield 059B",4,1.29032258064516,310,126,1562,8.06658130601793
"876","E01007829","E00039671","Sheffield 059B",18,6.36042402826855,283,126,1562,8.06658130601793
"877","E01007829","E00039624","Sheffield 059B",31,9.48012232415902,327,126,1562,8.06658130601793
"878","E01007829","E00039666","Sheffield 059B",28,8.83280757097792,317,126,1562,8.06658130601793
"879","E01007829","E00039670","Sheffield 059B",45,13.8461538461538,325,126,1562,8.06658130601793
"880","E01007830","E00039627","Sheffield 064B",18,5.94059405940594,303,57,1547,3.68455074337427
"881","E01007830","E00039667","Sheffield 064B",10,3.125,320,57,1547,3.68455074337427
"882","E01007830","E00039668","Sheffield 064B",7,3.44827586206897,203,57,1547,3.68455074337427
"883","E01007830","E00039672","Sheffield 064B",14,4.25531914893617,329,57,1547,3.68455074337427
"884","E01007830","E00039625","Sheffield 064B",8,2.04081632653061,392,57,1547,3.68455074337427
"885","E01007831","E00039619","Sheffield 059C",22,7.09677419354839,310,73,1523,4.79317137229153
"886","E01007831","E00039620","Sheffield 059C",10,3.33333333333333,300,73,1523,4.79317137229153
"887","E01007831","E00039636","Sheffield 059C",15,5.03355704697987,298,73,1523,4.79317137229153
"888","E01007831","E00039633","Sheffield 059C",12,3.96039603960396,303,73,1523,4.79317137229153
"889","E01007831","E00039630","Sheffield 059C",14,4.48717948717949,312,73,1523,4.79317137229153
"890","E01007832","E00039628","Sheffield 059D",13,6.19047619047619,210,71,1543,4.60142579390797
"891","E01007832","E00039680","Sheffield 059D",7,2.5089605734767,279,71,1543,4.60142579390797
"892","E01007832","E00039632","Sheffield 059D",29,9.17721518987342,316,71,1543,4.60142579390797
"893","E01007832","E00039629","Sheffield 059D",12,4.06779661016949,295,71,1543,4.60142579390797
"894","E01007832","E00039631","Sheffield 059D",5,1.98412698412698,252,71,1543,4.60142579390797
"895","E01007832","E00039679","Sheffield 059D",5,2.61780104712042,191,71,1543,4.60142579390797
"896","E01007833","E00039652","Sheffield 064C",21,8.33333333333333,252,65,1648,3.94417475728155
"897","E01007833","E00039637","Sheffield 064C",19,6.55172413793103,290,65,1648,3.94417475728155
"898","E01007833","E00039649","Sheffield 064C",7,2.8,250,65,1648,3.94417475728155
"899","E01007833","E00039657","Sheffield 064C",7,3.68421052631579,190,65,1648,3.94417475728155
"900","E01007833","E00039653","Sheffield 064C",6,2.02020202020202,297,65,1648,3.94417475728155
"901","E01007833","E00039638","Sheffield 064C",5,1.3550135501355,369,65,1648,3.94417475728155
"902","E01007834","E00039640","Sheffield 066D",8,2.84697508896797,281,97,1654,5.8645707376058
"903","E01007834","E00039646","Sheffield 066D",15,4.93421052631579,304,97,1654,5.8645707376058
"904","E01007834","E00039622","Sheffield 066D",22,7.88530465949821,279,97,1654,5.8645707376058
"905","E01007834","E00039647","Sheffield 066D",14,5.64516129032258,248,97,1654,5.8645707376058
"906","E01007834","E00039645","Sheffield 066D",12,5.19480519480519,231,97,1654,5.8645707376058
"907","E01007834","E00039639","Sheffield 066D",26,8.36012861736334,311,97,1654,5.8645707376058
"908","E01007835","E00039708","Sheffield 062A",5,1.99203187250996,251,35,1442,2.42718446601942
"909","E01007835","E00039691","Sheffield 062A",5,1.86567164179104,268,35,1442,2.42718446601942
"910","E01007835","E00039718","Sheffield 062A",13,4.94296577946768,263,35,1442,2.42718446601942
"911","E01007835","E00039717","Sheffield 062A",11,3.18840579710145,345,35,1442,2.42718446601942
"912","E01007835","E00039720","Sheffield 062A",1,0.317460317460317,315,35,1442,2.42718446601942
"913","E01007836","E00039722","Sheffield 062B",2,0.643086816720257,311,43,1631,2.6364193746168
"914","E01007836","E00039714","Sheffield 062B",13,3.57142857142857,364,43,1631,2.6364193746168
"915","E01007836","E00039721","Sheffield 062B",14,3.81471389645777,367,43,1631,2.6364193746168
"916","E01007836","E00039705","Sheffield 062B",7,2.31023102310231,303,43,1631,2.6364193746168
"917","E01007836","E00039719","Sheffield 062B",7,2.44755244755245,286,43,1631,2.6364193746168
"918","E01007838","E00039726","Sheffield 076A",3,0.977198697068404,307,25,1507,1.65892501658925
"919","E01007838","E00039737","Sheffield 076A",7,2.35690235690236,297,25,1507,1.65892501658925
"920","E01007838","E00039724","Sheffield 076A",6,2.12765957446809,282,25,1507,1.65892501658925
"921","E01007838","E00039739","Sheffield 076A",6,1.68539325842697,356,25,1507,1.65892501658925
"922","E01007838","E00039729","Sheffield 076A",3,1.13207547169811,265,25,1507,1.65892501658925
"923","E01007839","E00039728","Sheffield 076B",17,5.82191780821918,292,44,1635,2.69113149847095
"924","E01007839","E00039727","Sheffield 076B",6,2.04081632653061,294,44,1635,2.69113149847095
"925","E01007839","E00039732","Sheffield 076B",7,2.28758169934641,306,44,1635,2.69113149847095
"926","E01007839","E00039692","Sheffield 076B",6,1.47420147420147,407,44,1635,2.69113149847095
"927","E01007839","E00039733","Sheffield 076B",8,2.38095238095238,336,44,1635,2.69113149847095
"928","E01007841","E00039697","Sheffield 076C",5,1.19617224880383,418,31,1665,1.86186186186186
"929","E01007841","E00039730","Sheffield 076C",11,3.53697749196141,311,31,1665,1.86186186186186
"930","E01007841","E00039736","Sheffield 076C",3,1.05263157894737,285,31,1665,1.86186186186186
"931","E01007841","E00039695","Sheffield 076C",3,0.986842105263158,304,31,1665,1.86186186186186
"932","E01007841","E00039743","Sheffield 076C",9,2.59365994236311,347,31,1665,1.86186186186186
"933","E01007842","E00039688","Sheffield 076D",4,1.45985401459854,274,20,1575,1.26984126984127
"934","E01007842","E00039740","Sheffield 076D",2,0.600600600600601,333,20,1575,1.26984126984127
"935","E01007842","E00039696","Sheffield 076D",6,1.94805194805195,308,20,1575,1.26984126984127
"936","E01007842","E00039715","Sheffield 076D",6,2.8169014084507,213,20,1575,1.26984126984127
"937","E01007842","E00039701","Sheffield 076D",2,0.763358778625954,262,20,1575,1.26984126984127
"938","E01007842","E00039709","Sheffield 076D",0,0,185,20,1575,1.26984126984127
"939","E01007843","E00039734","Sheffield 062C",10,3.44827586206897,290,48,1600,3
"940","E01007843","E00039746","Sheffield 062C",7,2.38907849829352,293,48,1600,3
"941","E01007843","E00039713","Sheffield 062C",8,3.05343511450382,262,48,1600,3
"942","E01007843","E00039741","Sheffield 062C",10,5.29100529100529,189,48,1600,3
"943","E01007843","E00039698","Sheffield 062C",9,3.37078651685393,267,48,1600,3
"944","E01007843","E00039744","Sheffield 062C",4,1.33779264214047,299,48,1600,3
"945","E01007846","E00039700","Sheffield 062D",4,1.34680134680135,297,47,1494,3.14591700133869
"946","E01007846","E00039703","Sheffield 062D",10,4,250,47,1494,3.14591700133869
"947","E01007846","E00039710","Sheffield 062D",11,3.45911949685535,318,47,1494,3.14591700133869
"948","E01007846","E00039716","Sheffield 062D",7,2.12765957446809,329,47,1494,3.14591700133869
